59001001 ΛΟΓΟΣ ΛΟΓΟΣ ΛΟΓΟΣ
59001001 εὐλογίας εὐλογίας εὐλογίας
59001001 Ἑνώχ, Ἑνώχ Ἑνώχ
59001001 καθὼς καθὼς καθώς
59001001 εὐλόγησεν εὐλόγησεν εὐλόγησεν
59001001 ἐκλεκτοὺς ἐκλεκτοὺς ἐκλεκτούς
59001001 δικαίους δικαίους δικαίους
59001001 οἵτινες οἵτινες οἵτινες
59001001 ἔσονται ἔσονται ἔσονται
59001001 εἰς εἰς εἰς
59001001 ἡμέραν ἡμέραν ἡμέραν
59001001 ἀνάγκης ἀνάγκης ἀνάγκης
59001001 ἐξᾶραι ἐξᾶραι ἐξᾶραι
59001001 πάντας πάντας πάντας
59001001 τοὺς τοὺς τούς
59001001 ἐχθρούς, ἐχθρούς ἐχθρούς
59001001 καὶ καὶ καί
59001001 σωθήσονται σωθήσονται σωθήσονται
59001001 δίκαιοι. δίκαιοι δίκαιοι
59001002 Καὶ Καὶ Καί
59001002 ἀναλαβὼν ἀναλαβὼν ἀναλαβών
59001002 τὴν τὴν τήν
59001002 παραβολὴν παραβολὴν παραβολήν
59001002 αὐτοῦ αὐτοῦ αὐτοῦ
59001002 εἶπεν εἶπεν εἶπεν
59001002 Ἑνώχ Ἑνώχ Ἑνώχ
59001002 Ἄνθρωπος Ἄνθρωπος Ἄνθρωπος
59001002 δίκαιός δίκαιός δίκαιός
59001002 ἐστιν, ἐστιν ἐστί(ν)
59001002 ὅρασις ὅρασις ὅρασις
59001002 ἐκ ἐκ ἐκ
59001002 θεοῦ θεοῦ θεοῦ
59001002 αὐτῷ αὐτῷ αὐτῷ
59001002 ἀνεῳγμένη ἀνεῳγμένη ἀνεῳγμένη
59001002 ἦν· ἦν ἦν
59001002 ἔχων ἔχων ἔχων
59001002 τὴν τὴν τήν
59001002 ὅρασιν ὅρασιν ὅρασιν
59001002 τοῦ τοῦ τοῦ
59001002 ἁγίου ἁγίου ἁγίου
59001002 καὶ καὶ καί
59001002 τοῦ τοῦ τοῦ
59001002 οὐρανοῦ. οὐρανοῦ οὐρανοῦ
59001002 ἔδειξέν ἔδειξέν ἔδειξέν
59001002 μοι, μοι μοι
59001002 καὶ καὶ καί
59001002 ἁγιολόγων ἁγιολόγων ἁγιολόγων
59001002 ἁγίων ἁγίων ἁγίων
59001002 ἤκουσα ἤκουσα ἤκουσα
59001002 ἐγώ, ἐγώ ἐγώ
59001002 καὶ καὶ καί
59001002 ὡς ὡς ὡς
59001002 ἤκουσα ἤκουσα ἤκουσα
59001002 παρ’ παρ’ παρά
59001002 αὐτῶν αὐτῶν αὐτῶν
59001002 πάντα πάντα πάντα
59001002 καὶ καὶ καί
59001002 ἔγνων ἔγνων ἔγνων
59001002 ἐγὼ ἐγὼ ἐγώ
59001002 θεωρῶν· θεωρῶν θεωρῶν
59001002 καὶ καὶ καί
