58001001 ΕΒΟΗΣΑ ΕΒΟΗΣΑ ΕΒΟΗΣΑ
58001001 πρὸς πρὸς πρός
58001001 Κύριον Κύριον Κύριον
58001001 ἐν ἐν ἐν
58001001 τῷ τῷ τῷ
58001001 θλίβεσθαί θλίβεσθαί θλίβεσθαί
58001001 με με με
58001001 εἰς εἰς εἰς
58001001 τέλος, τέλος τέλος
58001001 πρὸς πρὸς πρός
58001001 τὸν τὸν τόν
58001001 θεὸν θεὸν θεόν
58001001 ἐν ἐν ἐν
58001001 τῷ τῷ τῷ
58001001 ἐπιθέσθαι ἐπιθέσθαι ἐπιθέσθαι
58001001 ἁμαρτωλούς. ἁμαρτωλούς ἁμαρτωλούς
58001002 ἐξάπινα ἐξάπινα ἐξάπινα
58001002 ἠκούσθη ἠκούσθη ἠκούσθη
58001002 κραυγὴ κραυγὴ κραυγή
58001002 πολέμου πολέμου πολέμου
58001002 ἐνώπιόν ἐνώπιόν ἐνώπιόν
58001002 μου· μου μου
58001002 ἐπακούσεταί ἐπακούσεταί ἐπακούσεταί
58001002 μου, μου μου
58001002 ὅτι ὅτι ὅτι
58001002 ἐπλήσθην ἐπλήσθην ἐπλήσθην
58001002 δικαιοσύνης. δικαιοσύνης δικαιοσύνης
58001003 ἐλογισάμην ἐλογισάμην ἐλογισάμην
58001003 ἐν ἐν ἐν
58001003 καρδίᾳ καρδίᾳ καρδίᾳ
58001003 μου μου μου
58001003 ὅτι ὅτι ὅτι
58001003 ἐπλήσθην ἐπλήσθην ἐπλήσθην
58001003 δικαιοσύνης, δικαιοσύνης δικαιοσύνης
58001003 ἐν ἐν ἐν
58001003 τῷ τῷ τῷ
58001003 εὐθηνῆσαί εὐθηνῆσαί εὐθηνῆσαί
58001003 με με με
58001003 καὶ καὶ καί
58001003 πολλὴν πολλὴν πολλήν
58001003 γενέσθαι γενέσθαι γενέσθαι
58001003 ἐν ἐν ἐν
58001003 τέκνοις. τέκνοις τέκνοις
58001004 ὁ ὁ ὁ
58001004 πλοῦτος πλοῦτος πλοῦτος
58001004 αὐτῶν αὐτῶν αὐτῶν
58001004 διεδόθη διεδόθη διεδόθη
58001004 εἰς εἰς εἰς
58001004 πᾶσαν πᾶσαν πᾶσαν
58001004 τὴν τὴν τήν
58001004 γῆν, γῆν γῆν
58001004 καὶ καὶ καί
58001004 ἡ ἡ ἡ
58001004 δόξα δόξα δόξα
58001004 αὐτῶν αὐτῶν αὐτῶν
58001004 ἕως ἕως ἕως
58001004 ἐσχάτου ἐσχάτου ἐσχάτου
58001004 τῆς τῆς τῆς
58001004 γῆς. γῆς γῆς
58001005 ὑψώθησαν ὑψώθησαν ὑψώθησαν
58001005 ἕως ἕως ἕως
58001005 τῶν τῶν τῶν
58001005 ἄστρων, ἄστρων ἄστρων
58001005 εἶπαν εἶπαν εἶπαν
58001005 Οὐ Οὐ Οὐ
58001005 μὴ μὴ μή
58001005 πέσωσιν· πέσωσιν πέσωσιν
58001006 καὶ καὶ καί
58001006 ἐξύβρισαν ἐξύβρισαν ἐξύβρισαν
58001006 ἐν ἐν ἐν
58001006 τοῖς τοῖς τοῖς
58001006 ἀγαθοῖς ἀγαθοῖς ἀγαθοῖς
58001006 αὐτῶν, αὐτῶν αὐτῶν
58001006 καὶ καὶ καί
58001006 οὐκ οὐκ οὐ
58001006 ἤνεγκαν. ἤνεγκαν ἤνεγκαν
58001007 αἱ αἱ αἱ
58001007 ἁμαρτίαι ἁμαρτίαι ἁμαρτίαι
58001007 αὐτῶν αὐτῶν αὐτῶν
58001007 ἐν ἐν ἐν
58001007 ἀποκρύφοις, ἀποκρύφοις ἀποκρύφοις
58001007 καὶ καὶ καί
58001007 ἐγὼ ἐγὼ ἐγώ
58001007 οὐκ οὐκ οὐ
58001007 ᾔδειν· ᾔδειν ᾔδειν
58001008 αἱ αἱ αἱ
58001008 ἀνομίαι ἀνομίαι ἀνομίαι
58001008 αὐτῶν αὐτῶν αὐτῶν
58001008 ὑπὲρ ὑπὲρ ὑπέρ
58001008 τὰ τὰ τά
58001008 πρὸ πρὸ πρό
58001008 αὐτῶν αὐτῶν αὐτῶν
58001008 ἔθνη, ἔθνη ἔθνη
58001008 ἐβεβήλωσαν ἐβεβήλωσαν ἐβεβήλωσαν
58001008 τὰ τὰ τά
58001008 ἅγια ἅγια ἅγια
58001008 Κυρίου Κυρίου Κυρίου
58001008 ἐν ἐν ἐν
58001008 βεβηλώσει. βεβηλώσει βεβηλώσει
58002001 Ψαλμὸς Ψαλμὸς Ψαλμός
58002001 τῷ τῷ τῷ
58002001 Σαλωμὼν Σαλωμὼν Σαλωμών
58002001 περὶ περὶ περί
58002001 Ἰερουσαλήμ. Ἰερουσαλήμ Ἰερουσαλήμ
58002001 Ἐν Ἐν Ἐν
58002001 τῷ τῷ τῷ
58002001 ὑπερηφανεύεσθαι ὑπερηφανεύεσθαι ὑπερηφανεύεσθαι
58002001 τὸν τὸν τόν
58002001 ἁμαρτωλὸν ἁμαρτωλὸν ἁμαρτωλόν
58002001 ἐν ἐν ἐν
58002001 κριῷ κριῷ κριῷ
58002001 κατέβαλλε κατέβαλλε κατέβαλλε
58002001 τείχη τείχη τείχη
58002001 ὀχυρά, ὀχυρά ὀχυρά
58002001 καὶ καὶ καί
58002001 οὐκ οὐκ οὐ
58002001 ἐκώλυσας. ἐκώλυσας ἐκώλυσας
58002002 ἀνέβησαν ἀνέβησαν ἀνέβησαν
58002002 ἐπὶ ἐπὶ ἐπί
58002002 τὸ τὸ τό
58002002 θυσιαστήριόν θυσιαστήριόν θυσιαστήριόν
58002002 σου σου σου
58002002 ἔθνη ἔθνη ἔθνη
58002002 ἀλλότρια, ἀλλότρια ἀλλότρια
58002002 κατεπατοῦσαν κατεπατοῦσαν κατεπατοῦσαν
58002002 ἐν ἐν ἐν
58002002 ὑποδήμασιν ὑποδήμασιν ὑποδήμασιν
58002002 αὐτῶν αὐτῶν αὐτῶν
58002002 ἐν ἐν ἐν
58002002 ὑπερηφανίᾳ. ὑπερηφανίᾳ ὑπερηφανίᾳ
58002003 ἀνθ’ ἀνθ’ ἀντί
58002003 ὧν ὧν ὧν
58002003 οἱ οἱ οἱ
58002003 υἱοὶ υἱοὶ υἱοί
58002003 Ἰερουσαλὴμ Ἰερουσαλὴμ Ἰερουσαλήμ
58002003 ἐμίαναν ἐμίαναν ἐμίαναν
58002003 τὰ τὰ τά
58002003 ἅγια ἅγια ἅγια
58002003 Κυρίου, Κυρίου Κυρίου
58002003 ἐβεβηλοῦσαν ἐβεβηλοῦσαν ἐβεβηλοῦσαν
58002003 τὰ τὰ τά
58002003 δῶρα δῶρα δῶρα
58002003 τοῦ τοῦ τοῦ
58002003 θεοῦ θεοῦ θεοῦ
58002003 ἐν ἐν ἐν
58002003 ἀνομίαις· ἀνομίαις ἀνομίαις
58002004 ἕνεκεν ἕνεκεν ἕνεκεν
58002004 τούτων τούτων τούτων
58002004 εἶπεν εἶπεν εἶπεν
58002004 Ἀπορίψατε Ἀπορίψατε Ἀπορίψατε
58002004 αὐτὰ αὐτὰ αὐτά
58002004 μακρὰν μακρὰν μακράν
58002004 ἀπ’ ἀπ’ ἀπό
58002004 ἐμοῦ, ἐμοῦ ἐμοῦ
58002004 οὐκ οὐκ οὐ
58002004 εὐόδωκεν εὐόδωκεν εὐόδωκεν
58002004 αὐτοῖς αὐτοῖς αὐτοῖς
58002004 τὸ τὸ τό
58002004 κάλλος κάλλος κάλλος
58002004 τῆς τῆς τῆς
58002004 δόξης δόξης δόξης
58002004 αὐτοῦ· αὐτοῦ αὐτοῦ
58002005 ἐξουθενώθη ἐξουθενώθη ἐξουθενώθη
58002005 ἐνώπιον ἐνώπιον ἐνώπιον
58002005 τοῦ τοῦ τοῦ
58002005 θεοῦ, θεοῦ θεοῦ
58002005 ἠτιμώθη ἠτιμώθη ἠτιμώθη
58002005 ἕως ἕως ἕως
58002005 εἰς εἰς εἰς
58002005 τέλος. τέλος τέλος
58002006 υἱοὶ υἱοὶ υἱοί
58002006 καὶ καὶ καί
58002006 θυγατέρες θυγατέρες θυγατέρες
58002006 ἐν ἐν ἐν
58002006 αἰχμαλωσίᾳ αἰχμαλωσίᾳ αἰχμαλωσίᾳ
58002006 πονηρᾷ, πονηρᾷ πονηρᾷ
58002006 ἐν ἐν ἐν
58002006 σφραγῖδι σφραγῖδι σφραγῖδι
58002006 ὁ ὁ ὁ
58002006 τράχηλος τράχηλος τράχηλος
58002006 αὐτῶν, αὐτῶν αὐτῶν
58002006 ἐν ἐν ἐν
58002006 ἐπισήμῳ ἐπισήμῳ ἐπισήμῳ
58002006 ἐν ἐν ἐν
58002006 τοῖς τοῖς τοῖς
58002006 ἔθνεσιν· ἔθνεσιν ἔθνεσιν
58002007 κατὰ κατὰ κατά
58002007 τὰς τὰς τάς
58002007 ἁμαρτίας ἁμαρτίας ἁμαρτίας
58002007 αὐτῶν αὐτῶν αὐτῶν
58002007 ἐποίησεν ἐποίησεν ἐποίησεν
58002007 αὐτοῖς, αὐτοῖς αὐτοῖς
58002007 ὅτι ὅτι ὅτι
58002007 ἐγκατέλειπεν ἐγκατέλειπεν ἐγκατέλειπεν
58002007 αὐτοὺς αὐτοὺς αὐτούς
58002007 εἰς εἰς εἰς
58002007 χεῖρας χεῖρας χεῖρας
58002007 κατισχυόντων· κατισχυόντων κατισχυόντων
58002008 ἀπέστρεψεν ἀπέστρεψεν ἀπέστρεψεν
58002008 γὰρ γὰρ γάρ
58002008 τὸ τὸ τό
58002008 πρόσωπον πρόσωπον πρόσωπον
58002008 αὐτοῦ αὐτοῦ αὐτοῦ
58002008 ἀπὸ ἀπὸ ἀπό
58002008 ἐλέους ἐλέους ἐλέους
58002008 αὐτῶν, αὐτῶν αὐτῶν
58002008 νέον νέον νέον
58002008 καὶ καὶ καί
58002008 πρεσβύτην πρεσβύτην πρεσβύτην
58002008 καὶ καὶ καί
58002008 τέκνα τέκνα τέκνα
58002008 αὐτῶν αὐτῶν αὐτῶν
58002008 εἰς εἰς εἰς
58002008 ἅπαξ· ἅπαξ ἅπαξ
58002009 ὅτι ὅτι ὅτι
58002009 πονηρὰ πονηρὰ πονηρά
58002009 ἐποίησαν ἐποίησαν ἐποίησαν
58002009 εἰς εἰς εἰς
58002009 ἅπαξ, ἅπαξ ἅπαξ
58002009 τοῦ τοῦ τοῦ
58002009 μὴ μὴ μή
58002009 ἀκούειν. ἀκούειν ἀκούειν
58002010 καὶ καὶ καί
58002010 ὁ ὁ ὁ
58002010 οὐρανὸς οὐρανὸς οὐρανός
58002010 ἐβαρυθύμησε, ἐβαρυθύμησε ἐβαρυθύμησε
58002010 καὶ καὶ καί
58002010 ἡ ἡ ἡ
58002010 γῆ γῆ γῆ
58002010 ἐβδελύξατο ἐβδελύξατο ἐβδελύξατο
58002010 αὐτούς, αὐτούς αὐτούς
58002011 ὅτι ὅτι ὅτι
58002011 οὐκ οὐκ οὐ
58002011 ἐποίησεν ἐποίησεν ἐποίησεν
58002011 πᾶς πᾶς πᾶς
58002011 ἄνθρωπος ἄνθρωπος ἄνθρωπος
58002011 ἐπ’ ἐπ’ ἐπί
58002011 αὐτῆς αὐτῆς αὐτῆς
58002011 ὅσα ὅσα ὅσα
58002011 ἐποίησαν. ἐποίησαν ἐποίησαν
58002012 καὶ καὶ καί
58002012 γνώσεται γνώσεται γνώσεται
58002012 ἡ ἡ ἡ
58002012 γῆ γῆ γῆ
58002012 τὰ τὰ τά
58002012 κρίματά κρίματά κρίματά
58002012 σου σου σου
58002012 πάντα πάντα πάντα
58002012 τὰ τὰ τά
58002012 δίκαια, δίκαια δίκαια
58002012 ὁ ὁ ὁ
58002012 θεός. θεός θεός
58002013 ἔστησαν ἔστησαν ἔστησαν
58002013 τοὺς τοὺς τούς
58002013 υἱοὺς υἱοὺς υἱούς
58002013 Ἰερουσαλὴμ Ἰερουσαλὴμ Ἰερουσαλήμ
58002013 εἰς εἰς εἰς
58002013 ἐμπαιγμόν, ἐμπαιγμόν ἐμπαιγμόν
58002013 ἀντὶ ἀντὶ ἀντί
58002013 πορνῶν πορνῶν πορνῶν
58002013 ἐν ἐν ἐν
58002013 αὐτῇ· αὐτῇ αὐτῇ
58002013 πᾶς πᾶς πᾶς
58002013 ὁ ὁ ὁ
58002013 πορευομενος πορευομενος πορευομενος
58002013 εἰσεπορεύετο εἰσεπορεύετο εἰσεπορεύετο
58002013 κατέναντι κατέναντι κατέναντι
