23.1.1 ΚAI
23.1.1 ἐγένετο
23.1.1 μετὰ
23.1.1 τὸ
23.1.1 πατάξαι
23.1.1 Ἀλέξανδρον
23.1.1 τὸν
23.1.1 Φιλίππου
23.1.1 τὸν
23.1.1 Μακεδόνα,
23.1.1 ὃς
23.1.1 ἐξῆλθεν
23.1.1 ἐκ
23.1.1 τῆς
23.1.1 γῆς
23.1.1 Χεττιείμ,
23.1.1 καὶ
23.1.1 ἐπάταξεν
23.1.1 τὸν
23.1.1 Δαρεῖον
23.1.1 βασιλέα
23.1.1 Περσῶν
23.1.1 καὶ
23.1.1 Μήδων,
23.1.1 καὶ
23.1.1 ἐβασίλευσεν
23.1.1 ἀντʼ
23.1.1 αὐτοῦ
23.1.1 πρότερον
23.1.1 ἐπὶ
23.1.1 τὴν
23.1.1 Ἑλλάδα.
23.1.2 καὶ
23.1.2 συνεστήσατο
23.1.2 πολέμους
23.1.2 πολλούς,
23.1.2 καὶ
23.1.2 ἐκράτησεν
23.1.2 ὀχυρωμάτων,
23.1.2 καὶ
23.1.2 ἔσφαξεν
23.1.2 βασιλεῖς,
23.1.3 καὶ
23.1.3 διῆλθεν
23.1.3 ἕως
23.1.3 ἄκρων
23.1.3 τῆς
23.1.3 γῆς.
23.1.3 καὶ
23.1.3 ἔλαβεν
23.1.3 σκῦλα
23.1.3 πλήθους
23.1.3 ἐθνῶν·
23.1.3 καὶ
23.1.3 ἡσύχασεν
23.1.3 ἡ
23.1.3 γῆ
23.1.3 ἐνώπιον
23.1.3 αὐτοῦ,
23.1.3 καὶ
23.1.3 ὑψώθη,
23.1.3 καὶ
23.1.3 ἐπήρθη
23.1.3 ἡ
23.1.3 καρδία
23.1.3 αὐτοῦ·
23.1.4 καὶ
23.1.4 συνῆξεν
23.1.4 δυνάμιν
23.1.4 ἰσχυρὰν
23.1.4 σφόδρα,
23.1.4 καὶ
23.1.4 ἦρξεν
23.1.4 χωρῶν
23.1.4 καὶ
23.1.4 ἐθνῶν
23.1.4 καὶ
23.1.4 τυραννιῶν,
23.1.4 καὶ
23.1.4 ἐγένοντο
23.1.4 αὐτῷ
23.1.4 εἰς
23.1.4 φόρον.
23.1.5 καὶ
23.1.5 μετὰ
23.1.5 ταῦτα
23.1.5 ἔπεσεν
23.1.5 ἐπὶ
23.1.5 τὴν
23.1.5 κοίτην,
23.1.5 καὶ
23.1.5 ἔγνω
23.1.5 ὅτι
23.1.5 ἀποθνήσκει.
23.1.6 καὶ
23.1.6 ἐκάλεσεν
23.1.6 τοὺς
23.1.6 παῖδας
23.1.6 αὐτοῦ
23.1.6 τοὺς
23.1.6 ἐνδόξους
23.1.6 τοὺς
23.1.6 συνεκτρόφους
23.1.6 αὐτοῦ
23.1.6 ἀπὸ
23.1.6 νεότητος,
23.1.6 καὶ
23.1.6 διεῖλεν
23.1.6 αὐτοῖς
23.1.6 τὴν
23.1.6 βασιλείαν
23.1.6 αὐτοῦ
23.1.6 ἔτι
23.1.6 ζῶντος
23.1.6 αὐτοῦ.
23.1.7 καὶ
23.1.7 ἐβασίλευσεν
23.1.7 Ἀλέξανδρος
23.1.7 ἔτη
23.1.7 δώδεκα,
23.1.7 καὶ
23.1.7 ἀπέθανεν.
23.1.8 καὶ
23.1.8 ἐπεκράτησαν
23.1.8 οἱ
23.1.8 παῖδες
23.1.8 αὐτοῦ,
23.1.8 ἕκαστος
23.1.8 ἐν
23.1.8 τῷ
23.1.8 τόπῳ
23.1.8 αὐτοῦ·
23.1.9 καὶ
23.1.9 ἐπέθεντο
23.1.9 πάντες
23.1.9 διαδήματα
23.1.9 μετὰ
23.1.9 τὸ
23.1.9 ἀποθανεῖν
23.1.9 αὐτόν,
23.1.9 καὶ
23.1.9 οἱ
23.1.9 υἱοὶ
23.1.9 αὐτῶν
23.1.9 ὀπίσω
23.1.9 αὐτῶν
23.1.9 ἔτη
23.1.9 πολλά·
23.1.9 καὶ
23.1.9 ἐπλήθυναν
23.1.9 κακὰ
23.1.9 ἐν
23.1.9 τῇ
23.1.9 γῆ.
23.1.10 Καὶ
23.1.10 ἐξῆλθεν
23.1.10 ἐξ
23.1.10 αὐτῶν
23.1.10 ῥίζα
23.1.10 ἁμαρτωλὸς
23.1.10 Ἀντίοχος
23.1.10 Ἐπιφανής,
23.1.10 υἱὸς
23.1.10 Ἀντιόχου
23.1.10 τοῦ
23.1.10 βασιλέως,
23.1.10 ὃς
23.1.10 ἦν
23.1.10 ὅμηρα
23.1.10 ἐν
23.1.10 τῆ
23.1.10 Ῥώμῃ.
23.1.10 καὶ
23.1.10 ἐθασίλευσεν
23.1.10 ἔτει
23.1.10 ἑκατοστῷ
23.1.10 καὶ
23.1.10 ἑβδόμῳ
23.1.10 καὶ
23.1.10 τριακοστῷ
23.1.10 βασιλείας
23.1.10 Ἑλλήνων.
23.1.11 Ἐν
23.1.11 ταῖς
23.1.11 ἡμέραις
23.1.11 ἐκείναις
23.1.11 ἐξῆλθεν
23.1.11 ἐξ
23.1.11 Ἰσραὴλ
23.1.11 υἱὸς
23.1.11 παράνομος,
23.1.11 καὶ
23.1.11 ἀνέπεισαν
23.1.11 πολλοὺς
23.1.11 λέγοντες
23.1.11 Πορευθῶμεν
23.1.11 καὶ
23.1.11 διαθώμεθα
23.1.11 διαθήκην
23.1.11 μετὰ
23.1.11 τῶν
23.1.11 ἐθνῶν
23.1.11 τῶν
23.1.11 κύκλῳ
23.1.11 ἡμῶν·
23.1.11 ὅτι
23.1.11 ἀφʼ
23.1.11 ἧς
23.1.11 ἐχωρίσθημεν
23.1.11 ὑπʼ
23.1.11 αὐτῶν,
23.1.11 εὗρεν
23.1.11 ἡμᾶς
23.1.11 κακὰ
23.1.11 πολλά.
23.1.12 καὶ
23.1.12 ἠγαθύνθη
23.1.12 ὁ
23.1.12 λόγος
23.1.12 ἐν
23.1.12 ὀφθαλμοῖς
23.1.12 αὐτῶν·
23.1.13 καὶ
23.1.13 προεθυμήθησάν
23.1.13 τινες
23.1.13 ἀπὸ
23.1.13 τοῦ
23.1.13 λαοῦ,
23.1.13 καὶ
23.1.13 ἐπορεύθησαν
23.1.13 πρὸς
23.1.13 τὸν
23.1.13 βασιλέα·
23.1.13 καὶ
23.1.13 ἔδωκαν
23.1.13 αὐτοῖς
23.1.13 ἐξουσίαν
23.1.13 ποιῆσαι
23.1.13 τὰ
23.1.13 δικαιώματα
23.1.13 τῶν
23.1.13 ἐθνῶν.
23.1.14 καὶ
23.1.14 ᾠκοδόμησαν
23.1.14 γυμνάσιον
23.1.14 ἐν
23.1.14 Ἰεροσολύμοις
23.1.14 κατὰ
23.1.14 τὰ
23.1.14 νόμιμα
23.1.14 τῶν
23.1.14 ἐθνῶν.
23.1.15 καὶ
23.1.15 ἐποίησαν
23.1.15 ἑαυτοῖς
23.1.15 ἀκροβυστίαν,
23.1.15 καὶ
23.1.15 ἀπέστησαν
23.1.15 ἀπὸ
23.1.15 διαθήκης
23.1.15 ἁγίας·
23.1.15 καὶ
23.1.15 ἐζευγίσθησαν
23.1.15 τοῖς
23.1.15 ἔθνεσιν,
23.1.15 καὶ
23.1.15 ἐπράθησαν
23.1.15 ποιῆσαι
23.1.15 πονῃρόν.
23.1.16 Καὶ
23.1.16 ἡτοιμάσθη
23.1.16 ἡ
23.1.16 βασιλεία
23.1.16 ἐνώπιον
23.1.16 Ἀντιόχου·
23.1.16 καὶ
23.1.16 ὑπέλαβεν
23.1.16 βασιλεῦσαι
23.1.16 γῆς
23.1.16 Αἰγύπτου,
23.1.16 ὅπως
23.1.16 βασιλεύσῃ
23.1.16 ἐπὶ
23.1.16 τὰς
23.1.16 δύο
23.1.16 βασιλείας.
23.1.17 καὶ
23.1.17 εἰσῆλθεν
23.1.17 εἰς
23.1.17 Αἴγυπτον
23.1.17 ὄχλῳ
23.1.17 βαρεῖ,
23.1.17 ἐν
23.1.17 ἅρμασιν
23.1.17 καὶ
23.1.17 ἐλέφανσιν
23.1.17 καὶ
23.1.17 ἐν
23.1.17 ἱππεῦσιν
23.1.17 καὶ
23.1.17 ἐν
23.1.17 στόλῳ
23.1.17 μεγάλῳ.
23.1.18 καὶ
23.1.18 συνεστήσατο
23.1.18 πόλεμον
23.1.18 πρὸς
23.1.18 Πτολεμαῖον
23.1.18 τὸν
23.1.18 βασιλέα
23.1.18 Αἰγύπτου·
23.1.18 καὶ
23.1.18 ἐνετράπη
23.1.18 Πτολεμαῖος
23.1.18 ἀπὸ
23.1.18 προσώπου
23.1.18 αὐτοῦ
23.1.18 καὶ
23.1.18 ἔφυγεν,
23.1.18 καὶ
23.1.18 ἔπεσαν
23.1.18 τραυματίαι
23.1.18 πολλοί.
23.1.19 καὶ
23.1.19 κατελάβοντο
23.1.19 τὰς
23.1.19 πόλεις
23.1.19 τὰς
23.1.19 ὀχυρὰς
23.1.19 ἐν
23.1.19 γῇ
23.1.19 Αἰγύπτῳ·
23.1.19 καὶ
23.1.19 ἔλαβεν
23.1.19 τὰ
23.1.19 σκῦλα
23.1.19 γῆς
23.1.19 Αἰγύπτου.
23.1.20 Καὶ
23.1.20 ἐπέστρεψεν
23.1.20 Ἀντίοχος
23.1.20 μετὰ
23.1.20 τὸ
23.1.20 πατάξαι
23.1.20 Αἴγυπτον
23.1.20 ἐν
23.1.20 τῷ
23.1.20 ἑκατοστῷ
23.1.20 καὶ
23.1.20 τεσσερακοστῷ
23.1.20 καὶ
23.1.20 τρίτῳ
23.1.20 ἔτει·
23.1.20 καὶ
23.1.20 ἀνέβη
23.1.20 ἐπὶ
23.1.20 Ἰσραὴλ
23.1.20 καὶ
23.1.20 Ἰεροσόλυμα
23.1.20 ἐν
23.1.20 ὄχλῳ
23.1.20 βαρεῖ
23.1.21 καὶ
23.1.21 εἰσῆλθεν
23.1.21 εἰς
23.1.21 τὸ
23.1.21 ἁγίασμα
23.1.21 ἐν
23.1.21 ὑπερηφανίᾳ,
23.1.21 καὶ
23.1.21 ἔλαβεν
23.1.21 τὸ
23.1.21 θυσιαστήριον
23.1.21 τὸ
23.1.21 χρυσοῦν,
23.1.21 καὶ
23.1.21 τὴν
23.1.21 λυχνίαν
23.1.21 τοῦ
23.1.21 φωτὸς
23.1.21 καὶ
23.1.21 πάντα
23.1.21 τὰ
23.1.21 σκεύη
23.1.21 αὐτῆς,
23.1.22 καὶ
23.1.22 τὴν
23.1.22 τράπεζαν
23.1.22 τῆς
23.1.22 προθέσεως
23.1.22 καὶ
23.1.22 τὰ
23.1.22 σπόνδια
23.1.22 καὶ
23.1.22 τὰς
23.1.22 φιάλας
23.1.22 καὶ
23.1.22 τὰς
23.1.22 θυίσκας
23.1.22 τὰς
23.1.22 χρυσᾶς
23.1.22 καὶ
23.1.22 τὸ
23.1.22 καταπέτασμα
23.1.22 καὶ
23.1.22 τοὺς
23.1.22 στεφάνους
23.1.22 καὶ
23.1.22 τὸν
23.1.22 κόσμον
23.1.22 τὸν
23.1.22 χρυσοῦν
23.1.22 τὸν
23.1.22 κατὰ
23.1.22 πρόσωπον
23.1.22 τοῦ
23.1.22 ναοῦ,
23.1.22 καὶ
23.1.22 ἐλέπισεν
23.1.22 πάντα·
23.1.23 καὶ
23.1.23 ἔλαβεν
23.1.23 τὸ
23.1.23 ἀργύριον
23.1.23 καὶ
23.1.23 τὸ
23.1.23 χρυσίον,
23.1.23 καὶ
23.1.23 τὰ
23.1.23 σκεύη
23.1.23 τὰ
23.1.23 ἐπιθυμητά·
23.1.23 καὶ
23.1.23 ἔλαβεν
23.1.23 τοὺς
23.1.23 θησαυροὺς
23.1.23 τοὺς
23.1.23 ἀποκρύφους
23.1.23 οὓς
23.1.23 εὗρεν.
23.1.24 καὶ
23.1.24 λαβὼν
23.1.24 πάντα
23.1.24 ἀπῆλθεν
23.1.24 εἰς
23.1.24 τὴν
23.1.24 γῆν
23.1.24 αὐτοῦ.
23.1.24 καὶ
23.1.24 ἐποίησαν
23.1.24 φονοκτονίαν,
23.1.24 καὶ
23.1.24 ἐλάλησαν
23.1.24 ὑπερηφανίαν
