29001001 ΒΙΒΛΟΣ ΒΙΒΛΟΣ ΒΙΒΛΟΣ
29001001 λόγων λόγων λόγων
29001001 Τωβεὶθ Τωβεὶθ Τωβείθ
29001001 τοῦ τοῦ τοῦ
29001001 Τωβιὴλ Τωβιὴλ Τωβιήλ
29001001 τοῦ τοῦ τοῦ
29001001 Ἁνανιὴλ Ἁνανιὴλ Ἁνανιήλ
29001001 τοῦ τοῦ τοῦ
29001001 Ἀδουὴλ Ἀδουὴλ Ἀδουήλ
29001001 τοῦ τοῦ τοῦ
29001001 Γαβαὴλ Γαβαὴλ Γαβαήλ
29001001 τοῦ τοῦ τοῦ
29001001 Ῥαφαὴλ Ῥαφαὴλ Ῥαφαήλ
29001001 τοῦ τοῦ τοῦ
29001001 Ῥαγουήλ, Ῥαγουήλ Ῥαγουήλ
29001001 ἐκ ἐκ ἐκ
29001001 τοῦ τοῦ τοῦ
29001001 σπέρματος σπέρματος σπέρματος
29001001 Ἀσιήλ, Ἀσιήλ Ἀσιήλ
29001001 ἐκ ἐκ ἐκ
29001001 φυλῆς φυλῆς φυλῆς
29001001 Νεφθαλείμ, Νεφθαλείμ Νεφθαλείμ
29001002 ὃς ὃς ὅς
29001002 ᾐχμαλωτεύθη ᾐχμαλωτεύθη ᾐχμαλωτεύθη
29001002 ἐν ἐν ἐν
29001002 ταῖς ταῖς ταῖς
29001002 ἡμέραις ἡμέραις ἡμέραις
29001002 Ἐνεμεσσάρου Ἐνεμεσσάρου Ἐνεμεσσάρου
29001002 τοῦ τοῦ τοῦ
29001002 βασιλέως βασιλέως βασιλέως
29001002 τῶν τῶν τῶν
29001002 Ἀσσυρίων Ἀσσυρίων Ἀσσυρίων
29001002 ἐκ ἐκ ἐκ
29001002 Θίσβης, Θίσβης Θίσβης
29001002 ἥ ἥ ἥ
29001002 ἐστιν ἐστιν ἐστί(ν)
29001002 ἐκ ἐκ ἐκ
29001002 δεξιῶν δεξιῶν δεξιῶν
29001002 Κυδιὼς Κυδιὼς Κυδιώς
29001002 τῆς τῆς τῆς
29001002 Νεφθαλεὶμ Νεφθαλεὶμ Νεφθαλείμ
29001002 ἐν ἐν ἐν
29001002 τῇ τῇ τῇ
29001002 ἄνω ἄνω ἄνω
29001002 Γαλειλαίᾳ Γαλειλαίᾳ Γαλειλαίᾳ
29001002 ὑπεράνω ὑπεράνω ὑπεράνω
29001002 Ἀσσήρ, Ἀσσήρ Ἀσσήρ
29001002 ὀπίσω ὀπίσω ὀπίσω
29001002 δυσμῶν δυσμῶν δυσμῶν
29001002 ἡλίου, ἡλίου ἡλίου
29001002 ἐξ ἐξ ἐκ
29001002 ἀριστερῶν ἀριστερῶν ἀριστερῶν
29001002 Φογώρ. Φογώρ Φογώρ
29001003 Ἐγὼ Ἐγὼ Ἐγώ
29001003 Τωβεὶθ Τωβεὶθ Τωβείθ
29001003 ὁδοῖς ὁδοῖς ὁδοῖς
29001003 ἀληθείας ἀληθείας ἀληθείας
29001003 ἐπορευόμην ἐπορευόμην ἐπορευόμην
29001003 καὶ καὶ καί
29001003 ἐν ἐν ἐν
29001003 δικαιοσύναις δικαιοσύναις δικαιοσύναις
29001003 πάσας πάσας πάσας
29001003 τὰς τὰς τάς
29001003 ἡμέρας ἡμέρας ἡμέρας
29001003 τῆς τῆς τῆς
29001003 ζωῆς ζωῆς ζωῆς
29001003 μου. μου μου
29001003 καὶ καὶ καί
29001003 ἐλεημοσύνας ἐλεημοσύνας ἐλεημοσύνας
29001003 πολλὰς πολλὰς πολλάς
29001003 ἐποίησα ἐποίησα ἐποίησα
29001003 τοῖς τοῖς τοῖς
29001003 ἀδελφοῖς ἀδελφοῖς ἀδελφοῖς
29001003 μου μου μου
29001003 καὶ καὶ καί
29001003 τῷ τῷ τῷ
29001003 ἔθνει ἔθνει ἔθνει
29001003 μου μου μου
29001003 τοῖς τοῖς τοῖς
29001003 πορευθεῖσιν πορευθεῖσιν πορευθεῖσιν
29001003 μετ’ μετ’ μετά
29001003 ἐμοῦ ἐμοῦ ἐμοῦ
29001003 ἐν ἐν ἐν
29001003 τῇ τῇ τῇ
29001003 αἰχμαλωσίᾳ αἰχμαλωσίᾳ αἰχμαλωσίᾳ
29001003 εἰς εἰς εἰς
29001003 τὴν τὴν τήν
29001003 χώραν χώραν χώραν
29001003 τῶν τῶν τῶν
29001003 Ἀσσυρίων Ἀσσυρίων Ἀσσυρίων
29001003 εἰς εἰς εἰς
29001003 Νινευή. Νινευή Νινευή
29001004 καὶ καὶ καί
29001004 ὅτε ὅτε ὅτε
29001004 ἤμην ἤμην ἤμην
29001004 ἐν ἐν ἐν
29001004 τῇ τῇ τῇ
29001004 χώρᾳ χώρᾳ χώρᾳ
29001004 μου μου μου
29001004 ἐν ἐν ἐν
29001004 γῇ γῇ γῇ
29001004 Ἰσραήλ, Ἰσραήλ Ἰσραήλ
29001004 καὶ καὶ καί
29001004 ὅτε ὅτε ὅτε
29001004 ἤμην ἤμην ἤμην
29001004 νέος, νέος νέος
29001004 πᾶσα πᾶσα πᾶσα
29001004 ἡ ἡ ἡ
29001004 φυλὴ φυλὴ φυλή
29001004 Νεφθαλεὶμ Νεφθαλεὶμ Νεφθαλείμ
29001004 τοῦ τοῦ τοῦ
29001004 πατρός πατρός πατρός
29001004 μου μου μου
29001004 ἀπέστησαν ἀπέστησαν ἀπέστησαν
29001004 ἀπὸ ἀπὸ ἀπό
29001004 τοῦ τοῦ τοῦ
29001004 οἴκου οἴκου οἴκου
29001004 Δαυεὶδ Δαυεὶδ Δαυείδ
29001004 τοῦ τοῦ τοῦ
29001004 πατρός πατρός πατρός
29001004 μου μου μου
29001004 καὶ καὶ καί
29001004 ἀπὸ ἀπὸ ἀπό
29001004 Ἰερουσαλήμ, Ἰερουσαλήμ Ἰερουσαλήμ
29001004 πόλεως πόλεως πόλεως
29001004 τῆς τῆς τῆς
29001004 ἐκ ἐκ ἐκ
29001004 πασῶν πασῶν πασῶν
29001004 φυλῶν φυλῶν φυλῶν
29001004 Ἰσραὴλ Ἰσραὴλ Ἰσραήλ
29001004 εἰς εἰς εἰς
29001004 τὸ τὸ τό
29001004 θυσιάζειν θυσιάζειν θυσιάζειν
29001004 πάσαις πάσαις πάσαις
29001004 φυλαῖς φυλαῖς φυλαῖς
29001004 Ἰσραήλ· Ἰσραήλ Ἰσραήλ
29001004 καὶ καὶ καί
29001004 ἡγιάσθη ἡγιάσθη ἡγιάσθη
29001004 ὁ ὁ ὁ
29001004 ναὸς ναὸς ναός
29001004 τῆς τῆς τῆς
29001004 κατασκηνώσεως κατασκηνώσεως κατασκηνώσεως
29001004 τοῦ τοῦ τοῦ
29001004 θεοῦ, θεοῦ θεοῦ
29001004 καὶ καὶ καί
29001004 ᾠκοδομήθη ᾠκοδομήθη ᾠκοδομήθη
29001004 ἐν ἐν ἐν
29001004 αὐτῇ αὐτῇ αὐτῇ
29001004 εἰς εἰς εἰς
29001004 πάσας πάσας πάσας
29001004 τὰς τὰς τάς
29001004 γενεὰς γενεὰς γενεάς
29001004 τοῦ τοῦ τοῦ
29001004 αἰῶνος. αἰῶνος αἰῶνος
29001005 πάντες πάντες πάντες
29001005 οἱ οἱ οἱ
29001005 ἀδελφοί ἀδελφοί ἀδελφοί
29001005 μου μου μου
29001005 καὶ καὶ καί
29001005 ὁ ὁ ὁ
29001005 οἶκος οἶκος οἶκος
29001005 Νεφθαλεὶμ Νεφθαλεὶμ Νεφθαλείμ
29001005 τοῦ τοῦ τοῦ
29001005 πατρός πατρός πατρός
29001005 μου, μου μου
29001005 ἐθυσίαζον ἐθυσίαζον ἐθυσίαζον
29001005 ἐκεῖνοι ἐκεῖνοι ἐκεῖνοι
29001005 τῷ τῷ τῷ
29001005 μόσχῳ μόσχῳ μόσχῳ
29001005 ὃν ὃν ὅν
29001005 ἐποίησεν ἐποίησεν ἐποίησεν
29001005 Ἰεροβεὰμ Ἰεροβεὰμ Ἰεροβεάμ
29001005 ὁ ὁ ὁ
29001005 βασιλεὺς βασιλεὺς βασιλεύς
29001005 Ἰσραὴλ Ἰσραὴλ Ἰσραήλ
29001005 ἐν ἐν ἐν
29001005 Δὰν Δὰν Δάν
29001005 ἐπὶ ἐπὶ ἐπί
29001005 πάντων πάντων πάντων
29001005 ὀρέων ὀρέων ὀρέων
29001005 τῆς τῆς τῆς
29001005 Γαλειλαίας. Γαλειλαίας Γαλειλαίας
29001006 κἀγὼ κἀγὼ κἀγώ
29001006 μονώτατος μονώτατος μονώτατος
29001006 ἐπορευόμην ἐπορευόμην ἐπορευόμην
29001006 πολλάκις πολλάκις πολλάκις
29001006 εἰς εἰς εἰς
29001006 Ἰεροσόλυμα Ἰεροσόλυμα Ἰεροσόλυμα
29001006 ἐν ἐν ἐν
29001006 ταῖς ταῖς ταῖς
29001006 ἑορταῖς, ἑορταῖς ἑορταῖς
29001006 καθὼς καθὼς καθώς
29001006 γέγραπται γέγραπται γέγραπται
29001006 ἐν ἐν ἐν
29001006 παντὶ παντὶ παντί
29001006 Ἰσραὴλ Ἰσραὴλ Ἰσραήλ
29001006 ἐν ἐν ἐν
29001006 προστάγματι προστάγματι προστάγματι
29001006 αἰωνίῳ. αἰωνίῳ αἰωνίῳ
29001006 τὰς τὰς τάς
29001006 ἀπαρχὰς ἀπαρχὰς ἀπαρχάς
29001006 καὶ καὶ καί
29001006 τὰ τὰ τά
29001006 πρωτογενήματα πρωτογενήματα πρωτογενήματα
29001006 καὶ καὶ καί
29001006 τὰς τὰς τάς
29001006 δεκάτας δεκάτας δεκάτας
29001006 τῶν τῶν τῶν
29001006 κτηνῶν κτηνῶν κτηνῶν
29001006 καὶ καὶ καί
29001006 τὰς τὰς τάς
29001006 πρωτοκουρὰς πρωτοκουρὰς πρωτοκουράς
29001006 τῶν τῶν τῶν
29001006 προβάτων προβάτων προβάτων
29001006 ἔχων ἔχων ἔχων
29001006 ἀπέτρεχον ἀπέτρεχον ἀπέτρεχον
29001006 εἰς εἰς εἰς
29001006 Ἰεροσόλυμα· Ἰεροσόλυμα Ἰεροσόλυμα
29001007 καὶ καὶ καί
29001007 ἐδίδουν ἐδίδουν ἐδίδουν
29001007 αὐτὰ αὐτὰ αὐτά
29001007 τοῖς τοῖς τοῖς
29001007 ἱερεῦσιν ἱερεῦσιν ἱερεῦσιν
29001007 τοῖς τοῖς τοῖς
29001007 υἱοῖς υἱοῖς υἱοῖς
29001007 Ἀαρὼν Ἀαρὼν Ἀαρών
29001007 πρὸς πρὸς πρός
29001007 τὸ τὸ τό
29001007 θυσιαστήριον, θυσιαστήριον θυσιαστήριον
29001007 καὶ καὶ καί
29001007 τὴν τὴν τήν
29001007 δεκάτην δεκάτην δεκάτην
29001007 τοῦ τοῦ τοῦ
29001007 οἴνου οἴνου οἴνου
29001007 καὶ καὶ καί
29001007 τοῦ τοῦ τοῦ
29001007 σίτου σίτου σίτου
29001007 καὶ καὶ καί
29001007 ἐλαιῶν ἐλαιῶν ἐλαιῶν
29001007 καὶ καὶ καί
29001007 ῥοῶν ῥοῶν ῥοῶν
29001007 καὶ καὶ καί
29001007 τῶν τῶν τῶν
29001007 λοιπῶν λοιπῶν λοιπῶν
29001007 ἀκροδρύων ἀκροδρύων ἀκροδρύων
29001007 τοῖς τοῖς τοῖς
29001007 υἱοῖς υἱοῖς υἱοῖς
29001007 Λευεὶ Λευεὶ Λευεί
29001007 τοῖς τοῖς τοῖς
29001007 θεράπουσιν θεράπουσιν θεράπουσιν
29001007 ἐν ἐν ἐν
29001007 Ἰερουσαλήμ. Ἰερουσαλήμ Ἰερουσαλήμ
29001007 καὶ καὶ καί
29001007 τὴν τὴν τήν
29001007 δεκάτην δεκάτην δεκάτην
29001007 τὴν τὴν τήν
29001007 δευτέραν δευτέραν δευτέραν
29001007 ἀπεδεκάτιζον ἀπεδεκάτιζον ἀπεδεκάτιζον
29001007 ἀργυρίῳ ἀργυρίῳ ἀργυρίῳ
29001007 τῶν τῶν τῶν
29001007 ἓξ ἓξ ἕξ
29001007 ἐτῶν, ἐτῶν ἐτῶν
29001007 καὶ καὶ καί
29001007 ἐπορευόμην ἐπορευόμην ἐπορευόμην
29001007 καὶ καὶ καί
29001007 ἐδαπάνων ἐδαπάνων ἐδαπάνων
29001007 αὐτὰ αὐτὰ αὐτά
29001007 ἐν ἐν ἐν
29001007 Ἰερουσαλὴμ Ἰερουσαλὴμ Ἰερουσαλήμ
29001007 καθ’ καθ’ κατά
29001007 ἕκαστον ἕκαστον ἕκαστον
29001007 ἐνιαυτόν· ἐνιαυτόν ἐνιαυτόν
29001008 καὶ καὶ καί
29001008 ἐδίδουν ἐδίδουν ἐδίδουν
29001008 αὐτὰ αὐτὰ αὐτά
29001008 τοῖς τοῖς τοῖς
29001008 ὀρφανοῖς ὀρφανοῖς ὀρφανοῖς
29001008 καὶ καὶ καί
29001008 ταῖς ταῖς ταῖς
29001008 χήραις, χήραις χήραις
29001008 καὶ καὶ καί
29001008 προσηλύτοις προσηλύτοις προσηλύτοις
29001008 τοῖς τοῖς τοῖς
29001008 προσκειμένοις προσκειμένοις προσκειμένοις
29001008 τοῖς τοῖς τοῖς
29001008 υἱοῖς υἱοῖς υἱοῖς
29001008 Ἰσραὴλ Ἰσραὴλ Ἰσραήλ
29001008 εἰσέφερον εἰσέφερον εἰσέφερον
29001008 καὶ καὶ καί
29001008 ἐδίδουν ἐδίδουν ἐδίδουν
29001008 αὐτοῖς αὐτοῖς αὐτοῖς
29001008 ἐν ἐν ἐν
29001008 τῷ τῷ τῷ
29001008 τρίτῳ τρίτῳ τρίτῳ
29001008 ἔτει ἔτει ἔτει
29001008 καὶ καὶ καί
29001008 ἠσθίομεν ἠσθίομεν ἠσθίομεν
29001008 αὐτὰ αὐτὰ αὐτά
29001008 κατὰ κατὰ κατά
29001008 τὸ τὸ τό
29001008 πρόσταγμα πρόσταγμα πρόσταγμα
29001008 τὸ τὸ τό
29001008 προστεταγμένον προστεταγμένον προστεταγμένον
29001008 περὶ περὶ περί
29001008 αὐτῶν αὐτῶν αὐτῶν
29001008 ἐν ἐν ἐν
29001008 τῷ τῷ τῷ
29001008 νόμῳ νόμῳ νόμῳ
29001008 Μωσῆ Μωσῆ Μωσῆ
29001008 καὶ καὶ καί
29001008 κατὰ κατὰ κατά
29001008 τὰς τὰς τάς
29001008 ἐντολὰς ἐντολὰς ἐντολάς
29001008 ἃς ἃς ἅς
29001008 ἐνετείλατο ἐνετείλατο ἐνετείλατο
29001008 Δεββώρα Δεββώρα Δεββώρα
29001008 ἡ ἡ ἡ
29001008 μήτηρ μήτηρ μήτηρ
29001008 Ἁνανιὴλ Ἁνανιὴλ Ἁνανιήλ
29001008 τοῦ τοῦ τοῦ
29001008 πατρὸς πατρὸς πατρός
29001008 ἡμῶν, ἡμῶν ἡμῶν
29001008 ὅτι ὅτι ὅτι
29001008 ὀρφανὸν ὀρφανὸν ὀρφανόν
29001008 κατέλιπέν κατέλιπέν κατέλιπέν
29001008 με με με
29001008 ὁ ὁ ὁ
29001008 πατὴρ πατὴρ πατήρ
29001008 καὶ καὶ καί
29001008 ἀπέθανεν. ἀπέθανεν ἀπέθανεν
29001009 καὶ καὶ καί
29001009 ὅτε ὅτε ὅτε
29001009 ἐγενήθην ἐγενήθην ἐγενήθην
29001009 ἀνήρ, ἀνήρ ἀνήρ
29001009 ἔλαβον ἔλαβον ἔλαβον
29001009 γυναῖκα γυναῖκα γυναῖκα
29001009 ἐκ ἐκ ἐκ
29001009 τοῦ τοῦ τοῦ
29001009 σπέρματος σπέρματος σπέρματος
29001009 τῆς τῆς τῆς
29001009 πατριᾶς πατριᾶς πατριᾶς
29001009 ἡμῶν, ἡμῶν ἡμῶν
29001009 καὶ καὶ καί
29001009 ἐγέννησα ἐγέννησα ἐγέννησα
29001009 ἐξ ἐξ ἐκ
29001009 αὐτῆς αὐτῆς αὐτῆς
29001009 υἱὸν υἱὸν υἱόν
29001009 καὶ καὶ καί
29001009 ἐκάλεσα ἐκάλεσα ἐκάλεσα
29001009 τὸ τὸ τό
29001009 ὄνομα ὄνομα ὄνομα
29001009 αὐτοῦ αὐτοῦ αὐτοῦ
29001009 Τωβίαν. Τωβίαν Τωβίαν
29001010 μετὰ μετὰ μετά
29001010 τὸ τὸ τό
29001010 αἰχμαλωτισθῆναι αἰχμαλωτισθῆναι αἰχμαλωτισθῆναι
29001010 εἰς εἰς εἰς
29001010 Ἀσσυρίους Ἀσσυρίους Ἀσσυρίους
29001010 καὶ καὶ καί
29001010 ὅτε ὅτε ὅτε
29001010 ᾐχμαλωτίσθην, ᾐχμαλωτίσθην ᾐχμαλωτίσθην
29001010 εἰς εἰς εἰς
29001010 Νινευὴ Νινευὴ Νινευή
29001010 ἐπορευόμην· ἐπορευόμην ἐπορευόμην
29001010 καὶ καὶ καί
29001010 πάντες πάντες πάντες
29001010 οἱ οἱ οἱ
29001010 ἀδελφοί ἀδελφοί ἀδελφοί
29001010 μου μου μου
29001010 καὶ καὶ καί
29001010 οἱ οἱ οἱ
29001010 ἐκ ἐκ ἐκ
29001010 τοῦ τοῦ τοῦ
29001010 γένους γένους γένους
29001010 μου μου μου
29001010 ἤσθιον ἤσθιον ἤσθιον
29001010 ἐκ ἐκ ἐκ
29001010 τῶν τῶν τῶν
29001010 ἄρτων ἄρτων ἄρτων
29001010 τῶν τῶν τῶν
29001010 ἐθνῶν, ἐθνῶν ἐθνῶν
29001011 ἐγὼ ἐγὼ ἐγώ
29001011 δὲ δὲ δέ
29001011 συνετήρησα συνετήρησα συνετήρησα
29001011 τὴν τὴν τήν
29001011 ψυχήν ψυχήν ψυχήν
29001011 μου μου μου
29001011 μὴ μὴ μή
29001011 φαγεῖν φαγεῖν φαγεῖν
29001011 ἐκ ἐκ ἐκ
29001011 τῶν τῶν τῶν
29001011 ἄρτων ἄρτων ἄρτων
29001011 τῶν τῶν τῶν
29001011 ἐθνῶν· ἐθνῶν ἐθνῶν
29001012 καὶ καὶ καί
29001012 ὅτε ὅτε ὅτε
29001012 ἐμεμνήμην ἐμεμνήμην ἐμεμνήμην
29001012 τοῦ τοῦ τοῦ
29001012 θεοῦ θεοῦ θεοῦ
29001012 μου μου μου
29001012 ἐν ἐν ἐν
29001012 ὅλῃ ὅλῃ ὅλῃ
29001012 ψυχῇ ψυχῇ ψυχῇ
29001012 μου, μου μου
29001013 καὶ καὶ καί
29001013 ἔδωκέν ἔδωκέν ἔδωκέν
29001013 μοι μοι μοι
29001013 ὁ ὁ ὁ
29001013 ὕψιστος ὕψιστος ὕψιστος
29001013 χάριν χάριν χάριν
29001013 καὶ καὶ καί
29001013 μορφὴν μορφὴν μορφήν
29001013 ἐνώπιον ἐνώπιον ἐνώπιον
29001013 Ἐνεμεσσάρου Ἐνεμεσσάρου Ἐνεμεσσάρου
29001013 καὶ καὶ καί
29001013 ἠγόραζον ἠγόραζον ἠγόραζον
29001013 αὐτῷ αὐτῷ αὐτῷ
29001013 πάντα πάντα πάντα
29001013 τὰ τὰ τά
29001013 πρὸς πρὸς πρός
29001013 τὴν τὴν τήν
29001013 χρῆσιν· χρῆσιν χρῆσιν
29001014 καὶ καὶ καί
29001014 ἐπορευόμην ἐπορευόμην ἐπορευόμην
29001014 εἰς εἰς εἰς
29001014 Μηδίαν Μηδίαν Μηδίαν
29001014 καὶ καὶ καί
29001014 ἠγόραζον ἠγόραζον ἠγόραζον
29001014 αὐτῷ αὐτῷ αὐτῷ
29001014 ἐκεῖθεν ἐκεῖθεν ἐκεῖθεν
29001014 ἕως ἕως ἕως
29001014 αὐτὸν αὐτὸν αὐτόν
29001014 ἀποθανεῖν. ἀποθανεῖν ἀποθανεῖν
29001014 καὶ καὶ καί
29001014 παρεθέμην παρεθέμην παρεθέμην
29001014 Γαβήλῳ Γαβήλῳ Γαβήλῳ
29001014 βαλλάντια βαλλάντια βαλλάντια
29001014 τῷ τῷ τῷ
29001014 ἀδελφῷ ἀδελφῷ ἀδελφῷ
29001014 τῷ τῷ τῷ
29001014 Γαβρεὶ Γαβρεὶ Γαβρεί
29001014 ἐν ἐν ἐν
29001014 τῇ τῇ τῇ
29001014 χώρᾳ χώρᾳ χώρᾳ
29001014 τῆς τῆς τῆς
29001014 Μηδίας, Μηδίας Μηδίας
29001014 ἀργυρίου ἀργυρίου ἀργυρίου
29001014 τάλαντα τάλαντα τάλαντα
29001014 δέκα. δέκα δέκα
29001015 Καὶ Καὶ Καί
29001015 ὅτε ὅτε ὅτε
29001015 ἀπέθανεν ἀπέθανεν ἀπέθανεν
29001015 Ἐνεμασσὰρ Ἐνεμασσὰρ Ἐνεμασσάρ
29001015 καὶ καὶ καί
29001015 ἐβασίλευσεν ἐβασίλευσεν ἐβασίλευσεν
29001015 Σενναχηρεὶμ Σενναχηρεὶμ Σενναχηρείμ
29001015 υἱὸς υἱὸς υἱός
29001015 αὐτοῦ αὐτοῦ αὐτοῦ
29001015 ἀντ’ ἀντ’ ἀντί
29001015 αὐτοῦ, αὐτοῦ αὐτοῦ
29001015 καὶ καὶ καί
29001015 αἱ αἱ αἱ
29001015 ὁδοὶ ὁδοὶ ὁδοί
29001015 τῆς τῆς τῆς
29001015 Μηδείας Μηδείας Μηδείας
29001015 ἀπέστησαν ἀπέστησαν ἀπέστησαν
29001015 καὶ καὶ καί
29001015 οὐκέτι οὐκέτι οὐκέτι
29001015 ἠδυνάσθην ἠδυνάσθην ἠδυνάσθην
29001015 πορευθῆναι πορευθῆναι πορευθῆναι
29001015 εἰς εἰς εἰς
29001015 τὴν τὴν τήν
29001015 Μηδίαν. Μηδίαν Μηδίαν
29001016 ἐν ἐν ἐν
29001016 ταῖς ταῖς ταῖς
29001016 ἡμέραις ἡμέραις ἡμέραις
29001016 Ἐνεμεσσάρου Ἐνεμεσσάρου Ἐνεμεσσάρου
29001016 ἐλεημοσύνας ἐλεημοσύνας ἐλεημοσύνας
29001016 πολλὰς πολλὰς πολλάς
29001016 ἐποίησα ἐποίησα ἐποίησα
29001016 τοῖς τοῖς τοῖς
29001016 ἀδελφοῖς ἀδελφοῖς ἀδελφοῖς
29001016 μου μου μου
29001016 τοῖς τοῖς τοῖς
29001016 ἐκ ἐκ ἐκ
29001016 τοῦ τοῦ τοῦ
29001016 γένους γένους γένους
29001016 μου· μου μου
29001017 τοὺς τοὺς τούς
29001017 ἄρτους ἄρτους ἄρτους
29001017 μου μου μου
29001017 ἐδίδουν ἐδίδουν ἐδίδουν
29001017 τοῖς τοῖς τοῖς
29001017 πεινῶσιν πεινῶσιν πεινῶσιν
29001017 καὶ καὶ καί
29001017 ἱμάτια ἱμάτια ἱμάτια
29001017 τοῖς τοῖς τοῖς
29001017 γυμνοῖς, γυμνοῖς γυμνοῖς
29001017 καὶ καὶ καί
29001017 εἴ εἴ εἰ/εἴ@
29001017 τινα τινα τινα
29001017 τῶν τῶν τῶν
29001017 ἐκ ἐκ ἐκ
29001017 τοῦ τοῦ τοῦ
29001017 ἔθνους ἔθνους ἔθνους
29001017 μου μου μου
29001017 ἐθεώρουν ἐθεώρουν ἐθεώρουν
29001017 τεθνηκότα τεθνηκότα τεθνηκότα
29001017 καὶ καὶ καί
29001017 ἐρριμμένον ἐρριμμένον ἐρριμμένον
29001017 ὀπίσω ὀπίσω ὀπίσω
29001017 τοῦ τοῦ τοῦ
29001017 τείχους τείχους τείχους
29001017 Νινευή, Νινευή Νινευή
29001017 ἔθαπτον ἔθαπτον ἔθαπτον
29001017 αὐτόν. αὐτόν αὐτόν
29001018 καὶ καὶ καί
29001018 εἴ εἴ εἰ/εἴ@
29001018 τινα τινα τινα
29001018 ἀπέκτεινεν ἀπέκτεινεν ἀπέκτεινεν
