59001001 ΛΟΓΟΣ ΛΟΓΟΣ
59001001 εὐλογίας εὐλογίας
59001001 Ἑνώχ, Ἑνώχ
59001001 καθὼς καθὼς
59001001 εὐλόγησεν εὐλόγησεν
59001001 ἐκλεκτοὺς ἐκλεκτοὺς
59001001 δικαίους δικαίους
59001001 οἵτινες οἵτινες
59001001 ἔσονται ἔσονται
59001001 εἰς εἰς
59001001 ἡμέραν ἡμέραν
59001001 ἀνάγκης ἀνάγκης
59001001 ἐξᾶραι ἐξᾶραι
59001001 πάντας πάντας
59001001 τοὺς τοὺς
59001001 ἐχθρούς, ἐχθρούς
59001001 καὶ καὶ
59001001 σωθήσονται σωθήσονται
59001001 δίκαιοι. δίκαιοι
59001002 Καὶ Καὶ
59001002 ἀναλαβὼν ἀναλαβὼν
59001002 τὴν τὴν
59001002 παραβολὴν παραβολὴν
59001002 αὐτοῦ αὐτοῦ
59001002 εἶπεν εἶπεν
59001002 Ἑνώχ Ἑνώχ
59001002 Ἄνθρωπος Ἄνθρωπος
59001002 δίκαιός δίκαιός
59001002 ἐστιν, ἐστιν
59001002 ὅρασις ὅρασις
59001002 ἐκ ἐκ
59001002 θεοῦ θεοῦ
59001002 αὐτῷ αὐτῷ
59001002 ἀνεῳγμένη ἀνεῳγμένη
59001002 ἦν· ἦν
59001002 ἔχων ἔχων
59001002 τὴν τὴν
59001002 ὅρασιν ὅρασιν
59001002 τοῦ τοῦ
59001002 ἁγίου ἁγίου
59001002 καὶ καὶ
59001002 τοῦ τοῦ
59001002 οὐρανοῦ. οὐρανοῦ
59001002 ἔδειξέν ἔδειξέν
59001002 μοι, μοι
59001002 καὶ καὶ
59001002 ἁγιολόγων ἁγιολόγων
59001002 ἁγίων ἁγίων
59001002 ἤκουσα ἤκουσα
59001002 ἐγώ, ἐγώ
59001002 καὶ καὶ
59001002 ὡς ὡς
59001002 ἤκουσα ἤκουσα
59001002 παρ’ παρ’
59001002 αὐτῶν αὐτῶν
59001002 πάντα πάντα
59001002 καὶ καὶ
59001002 ἔγνων ἔγνων
59001002 ἐγὼ ἐγὼ
59001002 θεωρῶν· θεωρῶν
59001002 καὶ καὶ
59001002 οὐκ οὐκ
59001002 ἐς ἐς
59001002 τὴν τὴν
59001002 νῦν νῦν
59001002 γενεὰν γενεὰν
59001002 διενοούμην, διενοούμην
59001002 ἀλλὰ ἀλλὰ
59001002 ἐπὶ ἐπὶ
59001002 πόρρω πόρρω
59001002 οὖσαν οὖσαν
59001002 ἐγὼ ἐγὼ
59001002 λαλῶ. λαλῶ
59001003 Καὶ Καὶ
59001003 περὶ περὶ
59001003 τῶν τῶν
59001003 ἐκλεκτῶν ἐκλεκτῶν
59001003 νῦν νῦν
59001003 λέγω λέγω
59001003 καὶ καὶ
59001003 περὶ περὶ
59001003 αὐτῶν αὐτῶν
59001003 ἀνέλαβον ἀνέλαβον
59001003 τὴν τὴν
59001003 παραβολήν παραβολήν
59001003 μου. μου
59001003 καὶ καὶ
59001003 ἐξελεύσεται ἐξελεύσεται
59001003 ὁ ὁ
59001003 ἅγιός ἅγιός
59001003 μου μου
59001003 ὁ ὁ
59001003 μέγας μέγας
59001003 ἐκ ἐκ
59001003 τῆς τῆς
59001003 κατοικήσεως κατοικήσεως
59001003 αὐτοῦ, αὐτοῦ
59001004 καὶ καὶ
59001004 ὁ ὁ
59001004 θεὸς θεὸς
59001004 τοῦ τοῦ
59001004 αἰῶνος αἰῶνος
59001004 ἐπὶ ἐπὶ
59001004 γῆν γῆν
59001004 πατήσει πατήσει
59001004 ἐπὶ ἐπὶ
59001004 τὸ τὸ
59001004 Σεινὰ Σεινὰ
59001004 ὄρος ὄρος
59001004 καὶ καὶ
59001004 φανήσεται φανήσεται
59001004 ἐκ ἐκ
59001004 τῆς τῆς
59001004 παρενβολῆς παρενβολῆς
59001004 αὐτοῦ, αὐτοῦ
59001004 καὶ καὶ
59001004 φανήσεται φανήσεται
59001004 ἐν ἐν
59001004 τῇ τῇ
59001004 δυνάμει δυνάμει
59001004 τῆς τῆς
59001004 ἰσχύος ἰσχύος
59001004 αὐτοῦ αὐτοῦ
59001004 ἀπὸ ἀπὸ
59001004 τοῦ τοῦ
59001004 οὐρανοῦ οὐρανοῦ
59001004 τῶν τῶν
59001004 οὐρανῶν. οὐρανῶν
59001005 καὶ καὶ
59001005 φοβηθήσονται φοβηθήσονται
59001005 πάντες πάντες
59001005 καὶ καὶ
59001005 πιστεύσουσιν πιστεύσουσιν
59001005 οἱ οἱ
59001005 ἐγρήγοροι, ἐγρήγοροι
59001005 καὶ καὶ
59001005 ᾄσουσιν ᾄσουσιν
59001005 ἀπόκρυφα ἀπόκρυφα
59001005 ἐν ἐν
59001005 πᾶσιν πᾶσιν
59001005 τοῖς τοῖς
59001005 ἄκροις ἄκροις
59001005 τῆς τῆς
59001005 [γῆς]· γῆς
59001005 καὶ καὶ
59001005 σεισθήσονται σεισθήσονται
59001005 πάντα πάντα
59001005 τὰ τὰ
59001005 ἄκρα ἄκρα
59001005 τῆς τῆς
59001005 γῆς, γῆς
59001005 καὶ καὶ
59001005 λήμψεται λήμψεται
59001005 αὐτοὺς αὐτοὺς
59001005 τρόμος τρόμος
59001005 καὶ καὶ
59001005 φόβος φόβος
59001005 μέγας μέγας
59001005 μέχρι μέχρι
59001005 τῶν τῶν
59001005 περάτων περάτων
59001005 τῆς τῆς
59001005 γῆς. γῆς
59001006 καὶ καὶ
59001006 σεισθήσονται σεισθήσονται
59001006 καὶ καὶ
59001006 πεσοῦνται πεσοῦνται
59001006 καὶ καὶ
59001006 διαλυθήσονται διαλυθήσονται
59001006 ὄρη ὄρη
59001006 ὑψηλά, ὑψηλά
59001006 καὶ καὶ
59001006 ταπεινωθήσονται ταπεινωθήσονται
59001006 βουνοὶ βουνοὶ
59001006 ὑψηλοὶ ὑψηλοὶ
59001006 τοῦ τοῦ
59001006 διαρυῆναι διαρυῆναι
59001006 ὄρη, ὄρη
59001006 καὶ καὶ
59001006 τακήσονται τακήσονται
59001006 ὡς ὡς
59001006 κηρὸς κηρὸς
59001006 ἀπὸ ἀπὸ
59001006 προσώπου προσώπου
59001006 πυρὸς πυρὸς
59001006 ἐν ἐν
59001006 φλογί. φλογί
59001007 καὶ καὶ
59001007 διασχισθήσεται διασχισθήσεται
59001007 ἡ ἡ
59001007 γῆ γῆ
59001007 σχίσμα σχίσμα
59001007 ῥαγῶδες, ῥαγῶδες
59001007 καὶ καὶ
59001007 πάντα πάντα
59001007 ὅσα ὅσα
59001007 ἐστὶν ἐστὶν
59001007 ἐπὶ ἐπὶ
59001007 τῆς τῆς
59001007 γῆς γῆς
59001007 ἀπολεῖται, ἀπολεῖται
59001007 καὶ καὶ
59001007 κρίσις κρίσις
59001007 ἔσται ἔσται
59001007 κατὰ κατὰ
59001007 πάντων. πάντων
59001008 καὶ καὶ
59001008 μετὰ μετὰ
59001008 τῶν τῶν
59001008 δικαίων δικαίων
59001008 τὴν τὴν
59001008 εἰρήνην εἰρήνην
59001008 ποιήσει, ποιήσει
59001008 καὶ καὶ
59001008 ἐπὶ ἐπὶ
59001008 τοὺς τοὺς
59001008 ἐκλεκτοὺς ἐκλεκτοὺς
59001008 ἔσται ἔσται
59001008 συντήρησις συντήρησις
59001008 καὶ καὶ
59001008 εἰρήνη, εἰρήνη
59001008 καὶ καὶ
59001008 ἐπ’ ἐπ’
59001008 αὐτοὺς αὐτοὺς
59001008 γενήσεται γενήσεται
59001008 ἔλεος, ἔλεος
59001008 καὶ καὶ
59001008 ἔσονται ἔσονται
59001008 πάντες πάντες
59001008 τοῦ τοῦ
59001008 θεοῦ, θεοῦ
59001008 καὶ καὶ
59001008 τὴν τὴν
59001008 εὐδοκίαν εὐδοκίαν
59001008 δώσει δώσει
59001008 αὐτοῖς αὐτοῖς
59001008 καὶ καὶ
59001008 πάντας πάντας
59001008 εὐλογήσει εὐλογήσει
59001008 καὶ καὶ
59001008 πάντων πάντων
59001008 ἀντιλήμψεται· ἀντιλήμψεται
59001008 καὶ καὶ
59001008 βοηθήσει βοηθήσει
59001008 ἡμῖν, ἡμῖν
59001008 καὶ καὶ
59001008 φανήσεται φανήσεται
59001008 αὐτοῖς αὐτοῖς
59001008 φῶς φῶς
59001008 καὶ καὶ
59001008 ποιήσει ποιήσει
59001008 ἐπ’ ἐπ’
59001008 αὐτούς αὐτούς
59001008 εἰρήνην. εἰρήνην
59001009 ὅτι ὅτι
59001009 ἔρχεται ἔρχεται
59001009 σὺν σὺν
59001009 ταῖς ταῖς
59001009 μυριάσιν μυριάσιν
59001009 αὐτοῦ αὐτοῦ
59001009 καὶ καὶ
59001009 τοῖς τοῖς
59001009 ἁγίοις ἁγίοις
59001009 αὐτοῦ, αὐτοῦ
59001009 ποιῆσαι ποιῆσαι
59001009 κρίσιν κρίσιν
59001009 κατὰ κατὰ
59001009 πάντων, πάντων
59001009 καὶ καὶ
59001009 ἀπολέσει ἀπολέσει
59001009 πάντας πάντας
59001009 τοὺς τοὺς
59001009 ἀσεβεῖς, ἀσεβεῖς
59001009 καὶ καὶ
59001009 ἐλέγξει ἐλέγξει
59001009 πᾶσαν πᾶσαν
59001009 σάρκα σάρκα
59001009 περὶ περὶ
59001009 πάντων πάντων
59001009 ἔργων ἔργων
59001009 τῆς τῆς
59001009 ἀσεβείας ἀσεβείας
59001009 αὐτῶν αὐτῶν
59001009 ὧν ὧν
59001009 ἠσέβησαν ἠσέβησαν
59001009 καὶ καὶ
59001009 σκληρῶν σκληρῶν
59001009 ὧν ὧν
59001009 ἐλάλησαν ἐλάλησαν
59001009 λόγων, λόγων
59001009 καὶ καὶ
59001009 περὶ περὶ
59001009 πάντων πάντων
59001009 ὧν ὧν
59001009 κατελάλησαν κατελάλησαν
59001009 κατ’ κατ’
59001009 αὐτοῦ αὐτοῦ
59001009 ἁμαρτωλοὶ ἁμαρτωλοὶ
59001009 ἀσεβεῖς. ἀσεβεῖς
59002001 Κατανοήσατε Κατανοήσατε
59002001 πάντα πάντα
59002001 τὰ τὰ
59002001 ἔργα ἔργα
59002001 ἐν ἐν
59002001 τῷ τῷ
59002001 οὐρανῷ, οὐρανῷ
59002001 πῶς πῶς
59002001 οὐκ οὐκ
59002001 ἠλλοίωσαν ἠλλοίωσαν
59002001 τὰς τὰς
59002001 ὁδοὺς ὁδοὺς
59002001 αὐτῶν, αὐτῶν
59002001 καὶ καὶ
59002001 τοὺς τοὺς
59002001 φωστῆρας φωστῆρας
59002001 τοὺς τοὺς
59002001 ἐν ἐν
59002001 τῷ τῷ
59002001 οὐρανῷ, οὐρανῷ
59002001 ὡς ὡς
59002001 τὰ τὰ
59002001 πάντα πάντα
59002001 ἀνατέλλει ἀνατέλλει
59002001 καὶ καὶ
59002001 δύνει, δύνει
59002001 τεταγμένος τεταγμένος
59002001 ἕκαστος ἕκαστος
59002001 ἐν ἐν
59002001 τῷ τῷ
59002001 τεταγμένῳ τεταγμένῳ
59002001 καιρῷ, καιρῷ
59002001 καὶ καὶ
59002001 ταῖς ταῖς
59002001 ἑορταῖς ἑορταῖς
59002001 αὐτῶν αὐτῶν
59002001 φαίνονται, φαίνονται
59002001 καὶ καὶ
59002001 οὐ οὐ
59002001 παραβαίνουσιν παραβαίνουσιν
59002001 τὴν τὴν
59002001 ἰδίαν ἰδίαν
59002001 τάξιν. τάξιν
59002002 ἴδετε ἴδετε
59002002 τὴν τὴν
59002002 γῆν γῆν
59002002 καὶ καὶ
59002002 διανοήθητε διανοήθητε
59002002 περὶ περὶ
59002002 τῶν τῶν
59002002 ἔργων ἔργων
59002002 τῶν τῶν
59002002 ἐν ἐν
59002002 αὐτῇ αὐτῇ
59002002 γινομένων γινομένων
59002002 ἀπ’ ἀπ’
59002002 ἀρχῆς ἀρχῆς
59002002 μέχρι μέχρι
59002002 τελειώσεως, τελειώσεως
59002002 ὥς ὥς
59002002 εἰσιν εἰσιν
59002002 φθαρτά, φθαρτά
59002002 ὡς ὡς
59002002 οὐκ οὐκ
59002002 ἀλλοιοῦνται, ἀλλοιοῦνται
59002002 οὐδὲν οὐδὲν
59002002 τῶν τῶν
59002002 ἐπὶ ἐπὶ
59002002 γῆς, γῆς
59002002 ἀλλὰ ἀλλὰ
59002002 πάντα πάντα
59002002 ἔργα ἔργα
59002002 θεοῦ θεοῦ
59002002 ὑμῖν ὑμῖν
59002002 φαίνεται. φαίνεται
