38001001 ΛΟΓΟΣ ΛΟΓΟΣ ΛΟΓΟΣ
38001001 Κυρίου Κυρίου Κυρίου
38001001 ὃς ὃς ὅς
38001001 ἐγενήθη ἐγενήθη ἐγενήθη
38001001 πρὸς πρὸς πρός
38001001 Σοφονίαν Σοφονίαν Σοφονίαν
38001001 τὸν τὸν τόν
38001001 τοῦ τοῦ τοῦ
38001001 Χουσεὶ Χουσεὶ Χουσεί
38001001 υἱὸν υἱὸν υἱόν
38001001 Γοδολίου Γοδολίου Γοδολίου
38001001 τοῦ τοῦ τοῦ
38001001 Ἀμορίου Ἀμορίου Ἀμορίου
38001001 τοῦ τοῦ τοῦ
38001001 Ἑζεκίου Ἑζεκίου Ἑζεκίου
38001001 ἐν ἐν ἐν
38001001 ἡμέραις ἡμέραις ἡμέραις
38001001 Ἰωσείου Ἰωσείου Ἰωσείου
38001001 υἱοῦ υἱοῦ υἱοῦ
38001001 Ἀμὼν Ἀμὼν Ἀμών
38001001 βασιλέως βασιλέως βασιλέως
38001001 Ἰούδα. Ἰούδα Ἰούδα
38001002 Ἐκλείψει Ἐκλείψει Ἐκλείψει
38001002 ἐκλιπέτω ἐκλιπέτω ἐκλιπέτω
38001002 ἀπὸ ἀπὸ ἀπό
38001002 προσώπου προσώπου προσώπου
38001002 τῆς τῆς τῆς
38001002 γῆς, γῆς γῆς
38001002 λέγει λέγει λέγει
38001002 Κύριος· Κύριος Κύριος
38001003 ἐκλιπέτω ἐκλιπέτω ἐκλιπέτω
38001003 ἄνθρωπος ἄνθρωπος ἄνθρωπος
38001003 καὶ καὶ καί
38001003 κτήνη, κτήνη κτήνη
38001003 ἐκλιπέτω ἐκλιπέτω ἐκλιπέτω
38001003 τὰ τὰ τά
38001003 πετεινὰ πετεινὰ πετεινά
38001003 τοῦ τοῦ τοῦ
38001003 οὐρανοῦ οὐρανοῦ οὐρανοῦ
38001003 καὶ καὶ καί
38001003 οἱ οἱ οἱ
38001003 ἰχθύες ἰχθύες ἰχθύες
38001003 τῆς τῆς τῆς
38001003 θαλάσσης· θαλάσσης θαλάσσης
38001003 καὶ καὶ καί
38001003 ἀσθενήσουσιν ἀσθενήσουσιν ἀσθενήσουσιν
38001003 οἱ οἱ οἱ
38001003 ἀσεβεῖς, ἀσεβεῖς ἀσεβεῖς
38001003 καὶ καὶ καί
38001003 ἐξαρῶ ἐξαρῶ ἐξαρῶ
38001003 τοὺς τοὺς τούς
38001003 ἀνόμους ἀνόμους ἀνόμους
38001003 ἀπὸ ἀπὸ ἀπό
38001003 προσώπου προσώπου προσώπου
38001003 τῆς τῆς τῆς
38001003 γῆς, γῆς γῆς
38001003 λέγει λέγει λέγει
38001003 Κύριος. Κύριος Κύριος
38001004 καὶ καὶ καί
38001004 ἐκτενῶ ἐκτενῶ ἐκτενῶ
38001004 τὴν τὴν τήν
38001004 χεῖρά χεῖρά χεῖρά
38001004 μου μου μου
38001004 ἐπὶ ἐπὶ ἐπί
38001004 Ἰούδαν Ἰούδαν Ἰούδαν
38001004 καὶ καὶ καί
38001004 ἐπὶ ἐπὶ ἐπί
38001004 πάντας πάντας πάντας
38001004 τοὺς τοὺς τούς
38001004 κατοικοῦντας κατοικοῦντας κατοικοῦντας
38001004 Ἰερουσαλήμ· Ἰερουσαλήμ Ἰερουσαλήμ
38001004 καὶ καὶ καί
38001004 ἐξαρῶ ἐξαρῶ ἐξαρῶ
38001004 ἐκ ἐκ ἐκ
38001004 τοῦ τοῦ τοῦ
38001004 τόπου τόπου τόπου
38001004 τούτου τούτου τούτου
38001004 τὰ τὰ τά
38001004 ὀνόματα ὀνόματα ὀνόματα
38001004 τῆς τῆς τῆς
38001004 Βάαλ Βάαλ Βάαλ
38001004 καὶ καὶ καί
38001004 τὰ τὰ τά
38001004 ὀνόματα ὀνόματα ὀνόματα
38001004 τῶν τῶν τῶν
38001004 ἱερέων, ἱερέων ἱερέων
38001005 καὶ καὶ καί
38001005 τούς τούς τούς
38001005 προσκυνοῦντας προσκυνοῦντας προσκυνοῦντας
38001005 ἐπὶ ἐπὶ ἐπί
38001005 τὰ τὰ τά
38001005 δώματα δώματα δώματα
38001005 τῇ τῇ τῇ
38001005 στρατιᾷ στρατιᾷ στρατιᾷ
38001005 τοῦ τοῦ τοῦ
38001005 οὐρανοῦ, οὐρανοῦ οὐρανοῦ
38001005 καὶ καὶ καί
38001005 τοὺς τοὺς τούς
38001005 προσκυνοῦντας προσκυνοῦντας προσκυνοῦντας
38001005 καὶ καὶ καί
38001005 τοὺς τοὺς τούς
38001005 ὀμνύοντας ὀμνύοντας ὀμνύοντας
38001005 κατὰ κατὰ κατά
38001005 τοῦ τοῦ τοῦ
38001005 κυρίου, κυρίου κυρίου
38001005 καὶ καὶ καί
38001005 τούς τούς τούς
38001005 ὀμνύοντας ὀμνύοντας ὀμνύοντας
38001005 κατὰ κατὰ κατά
38001005 τοῦ τοῦ τοῦ
38001005 βασιλέως βασιλέως βασιλέως
38001005 αὐτῶν, αὐτῶν αὐτῶν
38001006 καὶ καὶ καί
38001006 τοὺς τοὺς τούς
38001006 ἐκκλίνοντας ἐκκλίνοντας ἐκκλίνοντας
38001006 ἀπὸ ἀπὸ ἀπό
38001006 τοῦ τοῦ τοῦ
38001006 κυρίου, κυρίου κυρίου
38001006 καὶ καὶ καί
38001006 τοὺς τοὺς τούς
38001006 μὴ μὴ μή
38001006 ζητοῦντας ζητοῦντας ζητοῦντας
38001006 τὸν τὸν τόν
38001006 κύριον, κύριον κύριον
38001006 καὶ καὶ καί
38001006 τοὺς τοὺς τούς
38001006 μὴ μὴ μή
38001006 ἀντεχομένους ἀντεχομένους ἀντεχομένους
38001006 τοῦ τοῦ τοῦ
38001006 κυρίου. κυρίου κυρίου
38001007 Εὐλαβεῖσθε Εὐλαβεῖσθε Εὐλαβεῖσθε
38001007 ἀπὸ ἀπὸ ἀπό
38001007 προσώπου προσώπου προσώπου
38001007 Κυρίου Κυρίου Κυρίου
38001007 τοῦ τοῦ τοῦ
38001007 θεοῦ, θεοῦ θεοῦ
38001007 διότι διότι διότι
38001007 ἐγγὺς ἐγγὺς ἐγγύς
38001007 ἡμέρα ἡμέρα ἡμέρα
38001007 τοῦ τοῦ τοῦ
38001007 κυρίου, κυρίου κυρίου
38001007 ὅτι ὅτι ὅτι
38001007 ἡτοίμακεν ἡτοίμακεν ἡτοίμακεν
38001007 Κύριος Κύριος Κύριος
38001007 τὴν τὴν τήν
38001007 θυσίαν θυσίαν θυσίαν
38001007 αὐτοῦ, αὐτοῦ αὐτοῦ
38001007 ἡγίακεν ἡγίακεν ἡγίακεν
38001007 τοὺς τοὺς τούς
38001007 κλητοὺς κλητοὺς κλητούς
38001007 αὐτοῦ. αὐτοῦ αὐτοῦ
38001008 καὶ καὶ καί
38001008 ἔσται ἔσται ἔσται
38001008 ἐν ἐν ἐν
38001008 ἡμέρᾳ ἡμέρᾳ ἡμέρᾳ
38001008 θυσίας θυσίας θυσίας
38001008 Κυρίου Κυρίου Κυρίου
38001008 καὶ καὶ καί
38001008 ἐκδικήσω ἐκδικήσω ἐκδικήσω
38001008 ἐπὶ ἐπὶ ἐπί
38001008 τοὺς τοὺς τούς
38001008 ἄρχοντας ἄρχοντας ἄρχοντας
38001008 καὶ καὶ καί
38001008 ἐπὶ ἐπὶ ἐπί
38001008 τὸν τὸν τόν
38001008 οἶκον οἶκον οἶκον
38001008 τοῦ τοῦ τοῦ
