11001001 ΚΑΙ ΚΑΙ
11001001 ὁ ὁ
11001001 βασιλεὺς βασιλεὺς
11001001 Δαυεὶδ Δαυεὶδ
11001001 πρεσβύτερος πρεσβύτερος
11001001 προβεβηκὼς προβεβηκὼς
11001001 ἡμέραις, ἡμέραις
11001001 καὶ καὶ
11001001 περιέβαλλον περιέβαλλον
11001001 αὐτὸν αὐτὸν
11001001 ἱματίοις, ἱματίοις
11001001 καὶ καὶ
11001001 οὐκ οὐκ
11001001 ἐθερμαίνετο. ἐθερμαίνετο
11001002 καὶ καὶ
11001002 εἶπον εἶπον
11001002 οἱ οἱ
11001002 παῖδες παῖδες
11001002 αὐτοῦ αὐτοῦ
11001002 Ζητησάτωσαν Ζητησάτωσαν
11001002 τῷ τῷ
11001002 βασιλεῖ βασιλεῖ
11001002 παρθένον παρθένον
11001002 νεάνιδα, νεάνιδα
11001002 καὶ καὶ
11001002 παραστήσεται παραστήσεται
11001002 τῷ τῷ
11001002 βασιλεῖ βασιλεῖ
11001002 καὶ καὶ
11001002 ἔσται ἔσται
11001002 αὐτὸν αὐτὸν
11001002 θάλπουσα θάλπουσα
11001002 καὶ καὶ
11001002 κοιμηθήσεται κοιμηθήσεται
11001002 μετ’ μετ’
11001002 αὐτοῦ, αὐτοῦ
11001002 καὶ καὶ
11001002 θερμανθήσεται θερμανθήσεται
11001002 ὁ ὁ
11001002 κύριός κύριός
11001002 μου μου
11001002 ὁ ὁ
11001002 βασιλεύς. βασιλεύς
11001003 καὶ καὶ
11001003 ἐζήτησαν ἐζήτησαν
11001003 νεάνιδα νεάνιδα
11001003 καλὴν καλὴν
11001003 ἐκ ἐκ
11001003 παντὸς παντὸς
11001003 ὁρίου ὁρίου
11001003 Ἰσραήλ· Ἰσραήλ
11001003 καὶ καὶ
11001003 εὗρον εὗρον
11001003 τὴν τὴν
11001003 Ἀβεισὰ Ἀβεισὰ
11001003 τὴν τὴν
11001003 Σωμανεῖτιν, Σωμανεῖτιν
11001003 καὶ καὶ
11001003 ἤνεγκαν ἤνεγκαν
11001003 αὐτὴν αὐτὴν
11001003 πρὸς πρὸς
11001003 τὸν τὸν
11001003 βασιλέα. βασιλέα
11001004 καὶ καὶ
11001004 ἡ ἡ
11001004 νεᾶνις νεᾶνις
11001004 καλὴ καλὴ
11001004 ἕως ἕως
11001004 σφόδρα· σφόδρα
11001004 καὶ καὶ
11001004 ἦν ἦν
11001004 θάλπουσα θάλπουσα
11001004 τὸν τὸν
11001004 βασιλέα βασιλέα
11001004 καὶ καὶ
11001004 ἐλειτούργει ἐλειτούργει
11001004 αὐτῷ, αὐτῷ
11001004 καὶ καὶ
11001004 ὁ ὁ
11001004 βασιλεὺς βασιλεὺς
11001004 οὐκ οὐκ
11001004 ἔγνω ἔγνω
11001004 αὐτήν. αὐτήν
11001005 καὶ καὶ
11001005 Ἀδωνείας Ἀδωνείας
11001005 υἱὸς υἱὸς
11001005 Ἁγγεὶθ Ἁγγεὶθ
11001005 ἐπῄρετο ἐπῄρετο
11001005 λέγων λέγων
11001005 Ἐγὼ Ἐγὼ
11001005 βασιλεύσω· βασιλεύσω
11001005 καὶ καὶ
11001005 ἐποίησεν ἐποίησεν
11001005 ἑαυτῷ ἑαυτῷ
11001005 ἅρματα ἅρματα
11001005 καὶ καὶ
11001005 ἱππεῖς ἱππεῖς
