40001001 ΕΝ ΕΝ ΕΝ
40001001 τῷ τῷ τῷ
40001001 ὀγδόῳ ὀγδόῳ ὀγδόῳ
40001001 μηνὶ μηνὶ μηνί
40001001 ἔτους ἔτους ἔτους
40001001 δευτέρου δευτέρου δευτέρου
40001001 ἐπὶ ἐπὶ ἐπί
40001001 Δαρείου Δαρείου Δαρείου
40001001 ἐγένετο ἐγένετο ἐγένετο
40001001 λόγος λόγος λόγος
40001001 Κυρίου Κυρίου Κυρίου
40001001 πρὸς πρὸς πρός
40001001 Ζαχαρίαν Ζαχαρίαν Ζαχαρίαν
40001001 τὸν τὸν τόν
40001001 τοῦ τοῦ τοῦ
40001001 Βαραχίου Βαραχίου Βαραχίου
40001001 υἱὸν υἱὸν υἱόν
40001001 Ἀδδὼ Ἀδδὼ Ἀδδώ
40001001 τὸν τὸν τόν
40001001 προφήτην προφήτην προφήτην
40001001 λέγων λέγων λέγων
40001002 Ὠργίσθη Ὠργίσθη Ὠργίσθη
40001002 Κύριος Κύριος Κύριος
40001002 ἐπὶ ἐπὶ ἐπί
40001002 τοὺς τοὺς τούς
40001002 πατέρας πατέρας πατέρας
40001002 ὑμῶν ὑμῶν ὑμῶν
40001002 ὀργὴν ὀργὴν ὀργήν
40001002 μεγάλην. μεγάλην μεγάλην
40001003 καὶ καὶ καί
40001003 ἐρεῖς ἐρεῖς ἐρεῖς
40001003 πρὸς πρὸς πρός
40001003 αὐτούς αὐτούς αὐτούς
40001003 Τάδε Τάδε Τάδε
40001003 λέγει λέγει λέγει
40001003 Κύριος Κύριος Κύριος
40001003 Παντοκράτωρ Παντοκράτωρ Παντοκράτωρ
40001003 Ἐπιστρέψατε Ἐπιστρέψατε Ἐπιστρέψατε
40001003 πρὸς πρὸς πρός
40001003 μέ, μέ μέ
40001003 λέγει λέγει λέγει
40001003 Κύριος Κύριος Κύριος
40001003 τῶν τῶν τῶν
40001003 δυνάμεων, δυνάμεων δυνάμεων
40001003 καὶ καὶ καί
40001003 ἐπιστραφήσομαι ἐπιστραφήσομαι ἐπιστραφήσομαι
40001003 πρὸς πρὸς πρός
40001003 ὑμᾶς, ὑμᾶς ὑμᾶς
40001003 λέγει λέγει λέγει
40001003 Κύριος Κύριος Κύριος
40001003 τῶν τῶν τῶν
40001003 δυνάμεων. δυνάμεων δυνάμεων
40001004 καὶ καὶ καί
40001004 μὴ μὴ μή
40001004 γίνεσθε γίνεσθε γίνεσθε
40001004 καθὼς καθὼς καθώς
40001004 οἱ οἱ οἱ
40001004 πατέρες πατέρες πατέρες
40001004 ὑμῶν, ὑμῶν ὑμῶν
40001004 οἷς οἷς οἷς
40001004 ἐνεκάλεσαν ἐνεκάλεσαν ἐνεκάλεσαν
40001004 αὐτοῖς αὐτοῖς αὐτοῖς
40001004 οἱ οἱ οἱ
40001004 προφῆται προφῆται προφῆται
40001004 ἔμπροσθεν ἔμπροσθεν ἔμπροσθεν
40001004 λέγοντες λέγοντες λέγοντες
40001004 Τάδε Τάδε Τάδε
40001004 λέγει λέγει λέγει
40001004 Κύριος Κύριος Κύριος
40001004 Παντοκράτωρ Παντοκράτωρ Παντοκράτωρ
40001004 Ἀποστρέψατε Ἀποστρέψατε Ἀποστρέψατε
40001004 ἀπὸ ἀπὸ ἀπό
40001004 τῶν τῶν τῶν
40001004 ὁδῶν ὁδῶν ὁδῶν
40001004 ὑμῶν ὑμῶν ὑμῶν
40001004 τῶν τῶν τῶν
40001004 πονηρῶν πονηρῶν πονηρῶν
40001004 καὶ καὶ καί
40001004 ἀπὸ ἀπὸ ἀπό
40001004 τῶν τῶν τῶν
40001004 ἐπιτηδευμάτων ἐπιτηδευμάτων ἐπιτηδευμάτων
40001004 ὑμῶν ὑμῶν ὑμῶν
40001004 τῶν τῶν τῶν
40001004 πονηρῶν· πονηρῶν πονηρῶν
40001004 καὶ καὶ καί
40001004 οὐκ οὐκ οὐ
40001004 εἰσήκουσαν, εἰσήκουσαν εἰσήκουσαν
40001004 καὶ καὶ καί
40001004 οὐ οὐ οὐ
40001004 προσέσχον προσέσχον προσέσχον
40001004 τοῦ τοῦ τοῦ
40001004 εἰσακοῦσαί εἰσακοῦσαί εἰσακοῦσαί
40001004 μου, μου μου
40001004 λέγει λέγει λέγει
40001004 Κύριος. Κύριος Κύριος
40001005 οἱ οἱ οἱ
40001005 πατέρες πατέρες πατέρες
40001005 ὑμῶν, ὑμῶν ὑμῶν
40001005 ποῦ ποῦ ποῦ
40001005 εἰσιν; εἰσιν εἰσιν
40001005 καὶ καὶ καί
40001005 οἱ οἱ οἱ
40001005 προφῆται, προφῆται προφῆται
40001005 μὴ μὴ μή
40001005 τὸν τὸν τόν
40001005 αἰῶνα αἰῶνα αἰῶνα
40001005 ζήσονται; ζήσονται ζήσονται
40001006 πλὴν πλὴν πλήν
40001006 τοὺς τοὺς τούς
40001006 λόγους λόγους λόγους
40001006 μου μου μου
40001006 καὶ καὶ καί
40001006 τὰ τὰ τά
40001006 νόμιμά νόμιμά νόμιμά
40001006 μου μου μου
40001006 δέχεσθε, δέχεσθε δέχεσθε
40001006 ὅσα ὅσα ὅσα
40001006 ἐγὼ ἐγὼ ἐγώ
40001006 ἐντέλλομαι ἐντέλλομαι ἐντέλλομαι
40001006 ἐν ἐν ἐν
40001006 πνεύματί πνεύματί πνεύματί
40001006 μου μου μου
40001006 τοῖς τοῖς τοῖς
40001006 δούλοις δούλοις δούλοις
40001006 μου μου μου
40001006 τοῖς τοῖς τοῖς
40001006 προφήταις, προφήταις προφήταις
40001006 οἳ οἳ οἵ
40001006 κατελάβοσαν κατελάβοσαν κατελάβοσαν
40001006 τοὺς τοὺς τούς
40001006 πατέρας πατέρας πατέρας
40001006 ὑμῶν. ὑμῶν ὑμῶν
40001006 καὶ καὶ καί
40001006 ἀπεκρίθησαν ἀπεκρίθησαν ἀπεκρίθησαν
40001006 καὶ καὶ καί
40001006 εἶπαν εἶπαν εἶπαν
40001006 Καθὼς Καθὼς Καθώς
40001006 παρατέτακται παρατέτακται παρατέτακται
40001006 Κύριος Κύριος Κύριος
40001006 Παντοκράτωρ Παντοκράτωρ Παντοκράτωρ
40001006 τοῦ τοῦ τοῦ
40001006 ποιῆσαι ποιῆσαι ποιῆσαι
40001006 ἡμῖν ἡμῖν ἡμῖν
40001006 κατὰ κατὰ κατά
40001006 τὰς τὰς τάς
40001006 ὁδοὺς ὁδοὺς ὁδούς
40001006 ἡμῶν ἡμῶν ἡμῶν
40001006 καὶ καὶ καί
40001006 κατὰ κατὰ κατά
40001006 τὰ τὰ τά
40001006 ἑπιτηδεύματα ἑπιτηδεύματα ἑπιτηδεύματα
40001006 ἡμῶν, ἡμῶν ἡμῶν
40001006 οὕτως οὕτως οὕτως
40001006 ἐποίησεν ἐποίησεν ἐποίησεν
40001006 ἡμῖν. ἡμῖν ἡμῖν
40001007 Τῇ Τῇ Τῇ
40001007 τετράδι τετράδι τετράδι
40001007 καὶ καὶ καί
40001007 εἰκάδι εἰκάδι εἰκάδι
40001007 τῷ τῷ τῷ
40001007 ἑνδεκάτῳ ἑνδεκάτῳ ἑνδεκάτῳ
40001007 μηνί, μηνί μηνί
40001007 οὗτός οὗτός οὗτός
40001007 ἐστιν ἐστιν ἐστί(ν)
40001007 ὁ ὁ ὁ
40001007 μὴν μὴν μήν
40001007 Σαβάτ, Σαβάτ Σαβάτ
40001007 ἐν ἐν ἐν
40001007 τῷ τῷ τῷ
40001007 δευτέρῳ δευτέρῳ δευτέρῳ
40001007 ἔτει ἔτει ἔτει
40001007 ἐπὶ ἐπὶ ἐπί
40001007 Δαρείου Δαρείου Δαρείου
40001007 ἐγένετο ἐγένετο ἐγένετο
40001007 λόγος λόγος λόγος
40001007 Κυρίου Κυρίου Κυρίου
40001007 πρὸς πρὸς πρός
40001007 Ζαχαρίαν Ζαχαρίαν Ζαχαρίαν
40001007 τὸν τὸν τόν
40001007 τοῦ τοῦ τοῦ
40001007 Βαραχίου Βαραχίου Βαραχίου
40001007 υἱὸν υἱὸν υἱόν
40001007 Ἀδδὼ Ἀδδὼ Ἀδδώ
40001007 τὸν τὸν τόν
40001007 προφήτην προφήτην προφήτην
40001007 λέγων λέγων λέγων
40001008 Ἑόρακα Ἑόρακα Ἑόρακα
40001008 τὴν τὴν τήν
40001008 νύκτα, νύκτα νύκτα
40001008 καὶ καὶ καί
40001008 ἰδοὺ ἰδοὺ ἰδού
40001008 ἀνὴρ ἀνὴρ ἀνήρ
40001008 ἐπιβεβηκὼς ἐπιβεβηκὼς ἐπιβεβηκώς
40001008 ἐπὶ ἐπὶ ἐπί
40001008 ἳππον ἳππον ἵππον
40001008 πυρρόν, πυρρόν πυρρόν
40001008 καὶ καὶ καί
40001008 οὗτος οὗτος οὗτος
40001008 ἱστήκει ἱστήκει ἱστήκει
40001008 ἀνὰ ἀνὰ ἀνά
40001008 μέσον μέσον μέσον
40001008 τῶν τῶν τῶν
40001008 ὀρέων ὀρέων ὀρέων
40001008 τῶν τῶν τῶν
40001008 κατασκίων, κατασκίων κατασκίων
40001008 καὶ καὶ καί
40001008 ὀπίσω ὀπίσω ὀπίσω
40001008 αὐτοῦ αὐτοῦ αὐτοῦ
40001008 ἵπποι ἵπποι ἵπποι
40001008 πυρροὶ πυρροὶ πυρροί
40001008 καὶ καὶ καί
40001008 ψαροὶ ψαροὶ ψαροί
40001008 καὶ καὶ καί
40001008 ποικίλοι ποικίλοι ποικίλοι
40001008 καὶ καὶ καί
40001008 λευκοί. λευκοί λευκοί
40001009 καὶ καὶ καί
40001009 εἶπα εἶπα εἶπα
40001009 Τί Τί Τί
40001009 οὗτοι, οὗτοι οὗτοι
40001009 κύριε; κύριε κύριε
40001009 καὶ καὶ καί
40001009 εἶπεν εἶπεν εἶπεν
40001009 πρὸς πρὸς πρός
40001009 μὲ μὲ μέ
40001009 ὁ ὁ ὁ
40001009 ἄγγελος ἄγγελος ἄγγελος
40001009 ὁ ὁ ὁ
40001009 λαλῶν λαλῶν λαλῶν
40001009 ἐν ἐν ἐν
40001009 ἐμοί ἐμοί ἐμοί
40001009 Ἐγὼ Ἐγὼ Ἐγώ
40001009 δείξω δείξω δείξω
40001009 σοι σοι σοι
