15001001 ΚΑΙ ΚΑΙ
15001001 ἤγαγεν ἤγαγεν
15001001 Ἰωσείας Ἰωσείας
15001001 τὸ τὸ
15001001 πάσχα πάσχα
15001001 ἐν ἐν
15001001 Ἰερουσαλὴμ Ἰερουσαλὴμ
15001001 τῷ τῷ
15001001 κυρίῳ κυρίῳ
15001001 αὐτοῦ, αὐτοῦ
15001001 καὶ καὶ
15001001 ἔθυσαν ἔθυσαν
15001001 τὸ τὸ
15001001 πάσχα πάσχα
15001001 τῇ τῇ
15001001 τεσσαρεσκαιδεκάτῃ τεσσαρεσκαιδεκάτῃ
15001001 ἡμέρᾳ ἡμέρᾳ
15001001 τοῦ τοῦ
15001001 μηνὸς μηνὸς
15001001 τοῦ τοῦ
15001001 πρώτου, πρώτου
15001002 στήσας στήσας
15001002 τοὺς τοὺς
15001002 ἱερεῖς ἱερεῖς
15001002 κατ’ κατ’
15001002 ἐφημερίας ἐφημερίας
15001002 ἐστολισμένους ἐστολισμένους
15001002 ἐν ἐν
15001002 τῷ τῷ
15001002 ἱερῷ ἱερῷ
15001002 τοῦ τοῦ
15001002 κυρίου. κυρίου
15001003 καὶ καὶ
15001003 εἶπεν εἶπεν
15001003 τοῖς τοῖς
15001003 Λευείταις, Λευείταις
15001003 ἱεροδούλοις ἱεροδούλοις
15001003 τοῦ τοῦ
15001003 Ἰσραήλ, Ἰσραήλ
15001003 ἁγιάσαι ἁγιάσαι
15001003 αὐτοὺς αὐτοὺς
15001003 τῷ τῷ
15001003 κυρίῳ κυρίῳ
15001003 ἐν ἐν
15001003 τῇ τῇ
15001003 θέσει θέσει
15001003 τῆς τῆς
15001003 ἁγίας ἁγίας
15001003 κιβωτοῦ κιβωτοῦ
15001003 τοῦ τοῦ
15001003 κυρίου κυρίου
15001003 ἐν ἐν
15001003 τῷ τῷ
15001003 οἴκῳ οἴκῳ
15001003 ᾧ ᾧ
15001003 ᾠκοδόμησεν ᾠκοδόμησεν
15001003 Σαλωμὼν Σαλωμὼν
15001003 ὁ ὁ
15001003 τοῦ τοῦ
15001003 Δαυεὶδ Δαυεὶδ
15001003 ὁ ὁ
15001003 βασιλεύς· βασιλεύς
15001004 Οὐκ Οὐκ
15001004 ἔσται ἔσται
15001004 ὑμῖν ὑμῖν
15001004 ἆραι ἆραι
15001004 ἐπ’ ἐπ’
15001004 ὤμων ὤμων
15001004 αὐτήν· αὐτήν
15001004 καὶ καὶ
15001004 νῦν νῦν
15001004 λατρεύετε λατρεύετε
15001004 τῷ τῷ
15001004 κυρίῳ κυρίῳ
15001004 θεῷ θεῷ
15001004 ὑμῶν, ὑμῶν
15001004 καὶ καὶ
15001004 θεραπεύετε θεραπεύετε
15001004 τὸ τὸ
15001004 ἔθνος ἔθνος
15001004 αὐτοῦ αὐτοῦ
15001004 Ἰσραήλ, Ἰσραήλ
15001004 καὶ καὶ
15001004 ἑτοιμάσατε ἑτοιμάσατε
15001004 κατὰ κατὰ
15001004 τὰς τὰς
15001004 πατριὰς πατριὰς
15001004 καὶ καὶ
15001004 τὰς τὰς
15001004 φυλὰς φυλὰς
15001004 ὑμῶν ὑμῶν
15001004 κατὰ κατὰ
15001004 τὴν τὴν
15001004 γραφὴν γραφὴν
15001004 Δαυεὶδ Δαυεὶδ
15001004 βασιλέως βασιλέως
15001004 Ἰσραὴλ Ἰσραὴλ
15001004 καὶ καὶ
15001004 κατὰ κατὰ
15001004 τὴν τὴν
15001004 μεγαλειότητα μεγαλειότητα
15001004 Σαλωμὼν Σαλωμὼν
15001004 τοῦ τοῦ
15001004 υἱοῦ υἱοῦ
15001004 αὐτοῦ· αὐτοῦ
15001005 καὶ καὶ
15001005 στάντες στάντες
15001005 ἐν ἐν
15001005 τῷ τῷ
15001005 ἁγίῳ ἁγίῳ
15001005 κατὰ κατὰ
15001005 τὴν τὴν
15001005 μεριδαρχίαν μεριδαρχίαν
15001005 τὴν τὴν
15001005 πατρικὴν πατρικὴν
15001005 ὑμῶν ὑμῶν
15001005 τῶν τῶν
15001005 Λευειτῶν Λευειτῶν
15001005 τῶν τῶν
15001005 ἔμπροσθεν ἔμπροσθεν
15001005 τῶν τῶν
15001005 ἀδελφῶν ἀδελφῶν
15001005 ὑμῶν ὑμῶν
15001005 υἱῶν υἱῶν
15001005 Ἰσραὴλ Ἰσραὴλ
15001006 ἐν ἐν
15001006 τάξει, τάξει
15001006 θύσατε θύσατε
15001006 τὸ τὸ
15001006 πάσχα, πάσχα
15001006 καὶ καὶ
15001006 τὰς τὰς
15001006 θυσίας θυσίας
15001006 ἑτοιμάσατε ἑτοιμάσατε
15001006 τοῖς τοῖς
15001006 ἀδελφοῖς ἀδελφοῖς
15001006 ὑμῶν, ὑμῶν
15001006 καὶ καὶ
15001006 ποιήσατε ποιήσατε
15001006 τὸ τὸ
15001006 πάσχα πάσχα
15001006 κατὰ κατὰ
15001006 τὸ τὸ
15001006 πρόσταγμα πρόσταγμα
15001006 τοῦ τοῦ
15001006 κυρίου κυρίου
15001006 τὸ τὸ
15001006 δοθὲν δοθὲν
15001006 τῷ τῷ
15001006 Μωυσῇ. Μωυσῇ
15001007 καὶ καὶ
15001007 ἐδωρήσατο ἐδωρήσατο
15001007 Ἰωσείας Ἰωσείας
15001007 τῷ τῷ
15001007 λαῷ λαῷ
15001007 τῷ τῷ
15001007 εὑρεθέντι εὑρεθέντι
15001007 ἀρνῶν ἀρνῶν
15001007 καὶ καὶ
15001007 ἐρίφων ἐρίφων
15001007 τριάκοντα τριάκοντα
15001007 χιλιάδας, χιλιάδας
15001007 μόσχους μόσχους
15001007 τρισχιλίους· τρισχιλίους
15001007 ταῦτα ταῦτα
15001007 ἐκ ἐκ
15001007 τῶν τῶν
15001007 βασιλικῶν βασιλικῶν
15001007 ἐδόθη ἐδόθη
15001007 κατ’ κατ’
15001007 ἐπαγγελίαν ἐπαγγελίαν
15001007 τῷ τῷ
15001007 λαῷ λαῷ
15001007 καὶ καὶ
15001007 τοῖς τοῖς
15001007 ἱερεῦσιν ἱερεῦσιν
15001007 καὶ καὶ
15001007 Λευείταις. Λευείταις
15001008 καὶ καὶ
15001008 ἔδωκεν ἔδωκεν
15001008 Χελκείας Χελκείας
15001008 καὶ καὶ
15001008 Ζαχαρίας Ζαχαρίας
15001008 καὶ καὶ
15001008 Ἠσύηλος Ἠσύηλος
15001008 οἱ οἱ
15001008 ἐπιστάται ἐπιστάται
15001008 τοῦ τοῦ
15001008 ἱεροῦ ἱεροῦ
15001008 τοῖς τοῖς
15001008 ἱερεῦσιν ἱερεῦσιν
15001008 εἰς εἰς
15001008 πάσχα πάσχα
15001008 πρόβατα πρόβατα
15001008 δισχίλια δισχίλια
15001008 ἑξακόσια, ἑξακόσια
15001008 μόσχους μόσχους
15001008 τριακοσίους. τριακοσίους
15001009 καὶ καὶ
15001009 Ἰεχονὶας Ἰεχονὶας
15001009 καὶ καὶ
15001009 Σαμαίας Σαμαίας
15001009 καὶ καὶ
15001009 Ναθαναὴλ Ναθαναὴλ
15001009 ὁ ὁ
15001009 ἀδελφὸς ἀδελφὸς
15001009 καὶ καὶ
15001009 Σαβίας Σαβίας
15001009 καὶ καὶ
15001009 Ὀχίηλος Ὀχίηλος
15001009 καὶ καὶ
15001009 Ἰωρὰμ Ἰωρὰμ
15001009 χιλίαρχοι χιλίαρχοι
15001009 ἔδωκαν ἔδωκαν
15001009 τοῖς τοῖς
15001009 Λευείταις Λευείταις
15001009 εἰς εἰς
15001009 πάσχα πάσχα
15001009 πρόβατα πρόβατα
15001009 χίλια, χίλια
15001009 μόσχους μόσχους
15001009 ἑπτακοσίους. ἑπτακοσίους
15001010 καὶ καὶ
15001010 ταῦτα ταῦτα
15001010 τὰ τὰ
15001010 γενόμενα· γενόμενα
15001010 εὐπρεπῶς εὐπρεπῶς
15001010 ἔστησαν ἔστησαν
15001010 οἱ οἱ
15001010 ἱερεῖς ἱερεῖς
15001010 καὶ καὶ
15001010 οἱ οἱ
15001010 Λευεῖται, Λευεῖται
15001010 ἔχοντες ἔχοντες
15001010 τὰ τὰ
15001010 ἄζυμα, ἄζυμα
15001010 κατὰ κατὰ
15001010 τὰς τὰς
15001010 φυλὰς φυλὰς
15001010 καὶ καὶ
15001010 κατὰ κατὰ
15001010 τὰς τὰς
15001010 μεριδαρχίας μεριδαρχίας
15001010 τῶν τῶν
15001010 πατέρων πατέρων
15001010 ἔμπροσθεν ἔμπροσθεν
15001010 τοῦ τοῦ
15001010 λαοῦ, λαοῦ
15001010 προσενεγκεῖν προσενεγκεῖν
15001010 τῷ τῷ
15001010 κυρίῳ κυρίῳ
15001010 κατὰ κατὰ
15001010 τὰ τὰ
15001010 γεγραμμένα γεγραμμένα
15001010 ἐν ἐν
15001010 βιβλίῳ βιβλίῳ
15001010 Μωυσῆ· Μωυσῆ
15001010 καὶ καὶ
15001010 οὕτω οὕτω
15001010 τὸ τὸ
15001010 πρωινόν. πρωινόν
15001011 καὶ καὶ
15001011 ὤπτησαν ὤπτησαν
15001011 τὸ τὸ
15001011 πάσχα πάσχα
15001011 ἐν ἐν
15001011 πυρὶ πυρὶ
15001011 ὡς ὡς
15001011 καθήκει, καθήκει
15001011 καὶ καὶ
15001011 τὰς τὰς
15001011 θυσίας θυσίας
15001011 ἥψησαν ἥψησαν
15001011 ἐν ἐν
15001011 τοῖς τοῖς
15001011 χαλκίοις χαλκίοις
15001011 καὶ καὶ
15001011 λέβησιν λέβησιν
15001011 μετ’ μετ’
15001011 εὐωδίας, εὐωδίας
15001011 καὶ καὶ
15001011 ἀπήνεγκαν ἀπήνεγκαν
15001011 πᾶσι πᾶσι
15001011 τοῖς τοῖς
15001011 ἐκ ἐκ
15001011 τοῦ τοῦ
15001011 λαοῦ. λαοῦ
15001012 μετὰ μετὰ
15001012 δὲ δὲ
15001012 ταῦτα ταῦτα
15001012 ἡτοίμασαν ἡτοίμασαν
15001012 ἑαυτοῖς ἑαυτοῖς
15001012 τε τε
15001012 καὶ καὶ
15001012 τοῖς τοῖς
15001012 ἱερεῦσιν ἱερεῦσιν
15001012 ἀδελφοῖς ἀδελφοῖς
15001012 αὐτῶν αὐτῶν
15001012 υἱοῖς υἱοῖς
15001012 Ἀαρών. Ἀαρών
15001013 οἱ οἱ
15001013 γὰρ γὰρ
15001013 ἱερεῖς ἱερεῖς
15001013 ἀνέφερον ἀνέφερον
15001013 τὰ τὰ
15001013 στέατα στέατα
15001013 ἕως ἕως
