06001001 ΚΑΙ ΚΑΙ ΚΑΙ
06001001 ἐγένετο ἐγένετο ἐγένετο
06001001 μετὰ μετὰ μετά
06001001 τὴν τὴν τήν
06001001 τελευτὴν τελευτὴν τελευτήν
06001001 Μωυσῆ Μωυσῆ Μωυσῆ
06001001 εἶπεν εἶπεν εἶπεν
06001001 Κύριος Κύριος Κύριος
06001001 τῷ τῷ τῷ
06001001 Ἰησοῖ Ἰησοῖ Ἰησοῖ
06001001 υἱῷ υἱῷ υἱῷ
06001001 Ναυὴ Ναυὴ Ναυή
06001001 τῷ τῷ τῷ
06001001 ὑπουργῷ ὑπουργῷ ὑπουργῷ
06001001 Μωυσῆ Μωυσῆ Μωυσῆ
06001001 λέγων λέγων λέγων
06001002 Μωυσῆς Μωυσῆς Μωυσῆς
06001002 ὁ ὁ ὁ
06001002 θεράπων θεράπων θεράπων
06001002 μου μου μου
06001002 τετελεύτηκεν. τετελεύτηκεν τετελεύτηκεν
06001002 νῦν νῦν νῦν
06001002 οὖν οὖν οὖν
06001002 ἀναστὰς ἀναστὰς ἀναστάς
06001002 διάβηθι διάβηθι διάβηθι
06001002 τὸν τὸν τόν
06001002 Ἰορδάνην, Ἰορδάνην Ἰορδάνην
06001002 σὺ σὺ σύ
06001002 καὶ καὶ καί
06001002 πᾶς πᾶς πᾶς
06001002 ὁ ὁ ὁ
06001002 λαὸς λαὸς λαός
06001002 οὗτος, οὗτος οὗτος
06001002 εἰς εἰς εἰς
06001002 τὴν τὴν τήν
06001002 γῆν γῆν γῆν
06001002 ἣν ἣν ἥν
06001002 ἐγὼ ἐγὼ ἐγώ
06001002 δίδωμι δίδωμι δίδωμι
06001002 αὐτοῖς. αὐτοῖς αὐτοῖς
06001003 πᾶς πᾶς πᾶς
06001003 ὁ ὁ ὁ
06001003 τόπος τόπος τόπος
06001003 ἐφ’ ἐφ’ ἐπί
06001003 ὃν ὃν ὅν
06001003 ἂν ἂν ἄν
06001003 ἐπιβῆτε ἐπιβῆτε ἐπιβῆτε
06001003 τῷ τῷ τῷ
06001003 ἴχνει ἴχνει ἴχνει
06001003 τῶν τῶν τῶν
06001003 ποδῶν ποδῶν ποδῶν
06001003 ὑμῶν, ὑμῶν ὑμῶν
06001003 ὑμῖν ὑμῖν ὑμῖν
06001003 δώσω δώσω δώσω
06001003 αὐτόν, αὐτόν αὐτόν
06001003 ὃν ὃν ὅν
06001003 τρόπον τρόπον τρόπον
06001003 εἴρηκα εἴρηκα εἴρηκα
06001003 τῷ τῷ τῷ
06001003 Μωυσῇ· Μωυσῇ Μωυσῇ
06001004 τὴν τὴν τήν
06001004 ἔρημον ἔρημον ἔρημον
06001004 καὶ καὶ καί
06001004 τὸν τὸν τόν
06001004 Ἀντιλίβανον Ἀντιλίβανον Ἀντιλίβανον
06001004 ἕως ἕως ἕως
06001004 τοῦ τοῦ τοῦ
06001004 ποταμοῦ ποταμοῦ ποταμοῦ
06001004 τοῦ τοῦ τοῦ
06001004 μεγάλου, μεγάλου μεγάλου
06001004 ποταμοῦ ποταμοῦ ποταμοῦ
06001004 Εὐφράτου, Εὐφράτου Εὐφράτου
06001004 καὶ καὶ καί
06001004 ἕως ἕως ἕως
06001004 τῆς τῆς τῆς
06001004 θαλάσσης θαλάσσης θαλάσσης
06001004 τῆς τῆς τῆς
06001004 ἐσχάτης· ἐσχάτης ἐσχάτης
06001004 ἀφ’ ἀφ’ ἀπό
06001004 ἡλίου ἡλίου ἡλίου
06001004 δυσμῶν δυσμῶν δυσμῶν
06001004 ἔσται ἔσται ἔσται
06001004 τὰ τὰ τά
06001004 ὅρια ὅρια ὅρια
06001004 ὑμῶν. ὑμῶν ὑμῶν
06001005 οὐκ οὐκ οὐ
06001005 ἀντιστήσεται ἀντιστήσεται ἀντιστήσεται
06001005 ἄνθρωπος ἄνθρωπος ἄνθρωπος
06001005 κατενώπιον κατενώπιον κατενώπιον
06001005 ὑμῶν ὑμῶν ὑμῶν
06001005 πάσας πάσας πάσας
06001005 τὰς τὰς τάς
06001005 ἡμέρας ἡμέρας ἡμέρας
06001005 τῆς τῆς τῆς
06001005 ζωῆς ζωῆς ζωῆς
06001005 σου· σου σου
06001005 καὶ καὶ καί
06001005 ὥσπερ ὥσπερ ὥσπερ
06001005 ἤμην ἤμην ἤμην
06001005 μετὰ μετὰ μετά
06001005 Μωυσῆ, Μωυσῆ Μωυσῆ
06001005 οὕτως οὕτως οὕτως
06001005 ἔσομαι ἔσομαι ἔσομαι
06001005 καὶ καὶ καί
06001005 μετὰ μετὰ μετά
06001005 σοῦ, σοῦ σοῦ
06001005 καὶ καὶ καί
06001005 οὐκ οὐκ οὐ
06001005 ἐνκαταλείψω ἐνκαταλείψω ἐνκαταλείψω
06001005 σε σε σε
06001005 οὐδὲ οὐδὲ οὐδέ
06001005 ὑπερόψομαί ὑπερόψομαί ὑπερόψομαί
06001005 σε. σε σε
06001006 ἴσχυε ἴσχυε ἴσχυε
06001006 καὶ καὶ καί
06001006 ἀνδρίζου· ἀνδρίζου ἀνδρίζου
06001006 σὺ σὺ σύ
